nEvent , x , y , z , px , py , pz , trackID 
1473 , 0.0509089 , -0.0803647 , 532.364 , -0.00117833 , -0.000445574 , 0.00158232 , 408
1473 , 0.0271124 , -0.0419172 , 530.499 , 7.66878e-05 , -0.000121504 , 0.00587126 , 409
1474 , 0 , 0 , -300 , 4.52541e-12 , 5.49966e-11 , 150 , 0
1474 , 2.50995e-11 , 3.0503e-10 , 531.952 , 0.028007 , -0.026155 , 148.548 , 1
1474 , 2.50995e-11 , 3.0503e-10 , 531.952 , -0.0319057 , -0.0212251 , 1.45195 , 2
1474 , -13.7599 , -8.16842 , 1146.02 , -0.00105674 , -0.000658355 , 0.0473776 , 3
1475 , 0 , 0 , -300 , 7.54527e-11 , -1.27463e-10 , 150 , 0
1475 , 4.19986e-10 , -7.09487e-10 , 534.933 , 0.0312283 , -0.0106385 , 148.927 , 1
1475 , 4.19986e-10 , -7.09487e-10 , 534.933 , -0.00569484 , -0.0324955 , 1.0732 , 2
1476 , 0 , 0 , -300 , 8.76296e-11 , 3.86848e-11 , 150 , 0
1476 , 4.8491e-10 , 2.14068e-10 , 530.044 , 0.0627532 , -0.140773 , 120.555 , 1
1476 , 4.8491e-10 , 2.14068e-10 , 530.044 , -0.0617361 , 0.141222 , 29.4447 , 2
1476 , 13959.8 , 2904.93 , -12365.2 , 0.00123479 , 0.000375325 , -0.00130453 , 2858
1476 , 3191.58 , -1362.36 , 1571.21 , 0.0021901 , -0.000397703 , -0.000284059 , 3091
1476 , -18761.4 , 2856.71 , -1453.1 , -0.00151625 , 0.000183163 , -0.000482697 , 3557
1476 , -1903.24 , -7074.07 , -8747.67 , 0.000258898 , -0.00155906 , -0.00309793 , 4157
1476 , 1970.3 , -12118.3 , -15560.9 , 0.000775643 , -0.000381675 , 0.000242028 , 4158
1476 , -1903.24 , -7074.07 , -8747.67 , -0.000951278 , -0.00247369 , -0.00382791 , 4159
1476 , -3077.22 , -1400.96 , 1070 , -0.00245434 , -0.00124137 , -0.00116903 , 5979
1477 , 0 , 0 , -300 , -1.96508e-10 , 9.07976e-11 , 150 , 0
1477 , -1.08957e-09 , 5.03441e-10 , 531.698 , 0.052574 , 0.0782755 , 140.679 , 1
1477 , -1.08957e-09 , 5.03441e-10 , 531.698 , -0.0255341 , -0.0907695 , 9.32115 , 2
1477 , -19219.7 , -14068.1 , 564.525 , -0.00175171 , -0.00105219 , -0.00099748 , 1744
1477 , -7216.13 , 3642.74 , -3619.14 , -0.000901915 , 0.000554343 , -0.00143212 , 1790
1477 , -1916.32 , 65.3638 , 2511.45 , -0.00217436 , -0.000208535 , -0.000728558 , 2665
1478 , 0 , 0 , -300 , 7.23349e-12 , 7.36829e-11 , 150 , 0
1478 , 4.00662e-11 , 4.08129e-10 , 530.849 , -0.0490399 , 0.018739 , 147.249 , 1
1478 , 4.00662e-11 , 4.08129e-10 , 530.849 , 0.0517478 , 0.00884461 , 2.75087 , 2
1478 , 29.998 , 2.86335 , 1972.88 , 0.000201078 , 1.39379e-05 , 0.00939382 , 3
1478 , 19.0033 , 2.06852 , 1467.56 , 0.000715818 , 4.38688e-05 , 0.0336659 , 4
1478 , 10800.9 , 16713.5 , 1931.74 , 0.000419833 , 0.0022504 , 0.000348869 , 3032
1479 , 0 , 0 , -300 , -3.89212e-12 , 6.85305e-12 , 150 , 0
1479 , -2.16711e-11 , 3.81574e-11 , 535.192 , 0.0289482 , 0.0484871 , 146.807 , 1
1479 , -2.16711e-11 , 3.81574e-11 , 535.192 , -0.0564713 , -2.60728e-05 , 3.19331 , 2
1479 , -5.44991 , -0.00953498 , 843.674 , -0.000340479 , -9.04961e-06 , 0.0194802 , 757
1479 , 0.189894 , 0.322778 , 1462.83 , -0.00105301 , 0.000545154 , 0.00137587 , 791
1480 , 0 , 0 , -300 , 9.92161e-12 , -4.42697e-12 , 150 , 0
1480 , 5.50713e-11 , -2.45725e-11 , 532.597 , 0.0303716 , -0.0506899 , 146.495 , 1
1480 , 5.50713e-11 , -2.45725e-11 , 532.597 , 0.0580107 , 0.0112542 , 3.50459 , 2
1480 , 18.0178 , 3.7088 , 1626.17 , 5.19777e-05 , 8.40881e-06 , 0.00307544 , 929
1480 , 4.77759 , 1.07228 , 832.055 , -0.00138679 , 0.000853486 , 0.00272215 , 931
1481 , 0 , 0 , -300 , -9.13188e-11 , -1.31479e-10 , 150 , 0
1481 , -5.0708e-10 , -7.30084e-10 , 532.928 , 0.0349835 , -0.0584527 , 145.301 , 1
1481 , -5.0708e-10 , -7.30084e-10 , 532.928 , -0.0669888 , 0.0123722 , 4.69859 , 2
1481 , -14.0522 , 1.84467 , 1479.54 , -0.000662586 , 9.99186e-05 , 0.045418 , 794
1481 , -10.9458 , 1.39437 , 1266.14 , -0.0253284 , 0.00327966 , 1.70868 , 807
1481 , -17830.5 , 5053.04 , -1929.42 , -0.0015309 , 0.000294749 , 8.15471e-05 , 852
1481 , -1.16402e-05 , 2.149e-06 , 532.929 , -0.00114149 , 0.000218413 , 0.0801522 , 1262
1482 , 0 , 0 , -300 , 4.47487e-11 , -6.31557e-11 , 150 , 0
1482 , 2.48343e-10 , -3.50496e-10 , 532.457 , -0.000311628 , -0.0326646 , 148.948 , 1
1482 , 2.48343e-10 , -3.50496e-10 , 532.457 , 0.0309206 , -0.0105351 , 1.05202 , 2
1483 , 0 , 0 , -300 , -2.31471e-10 , -9.21151e-12 , 150 , 0
1483 , -1.28607e-09 , -5.11799e-11 , 533.413 , -0.00690185 , -0.0516694 , 147.288 , 1
1483 , -1.28607e-09 , -5.11799e-11 , 533.413 , -0.0109859 , 0.0509575 , 2.71146 , 2
1483 , -2.49435 , 13.8557 , 1265.99 , -0.000310178 , 0.00287643 , 0.146772 , 4
1484 , 0 , 0 , -300 , -4.71665e-11 , 2.34304e-10 , 150 , 0
1484 , -2.61057e-10 , 1.29683e-09 , 530.218 , -0.0148884 , 0.0287732 , 148.965 , 1
1484 , -2.61057e-10 , 1.29683e-09 , 530.218 , 0.00259557 , 0.0322928 , 1.03463 , 2
1484 , 1.17653 , 7.87195 , 773.734 , -0.000679464 , -0.000804599 , 0.00118807 , 3
1484 , 0.0135166 , 0.115864 , 534.017 , 0.00202954 , 0.0165696 , 0.557264 , 4
1485 , 0 , 0 , -300 , -1.17519e-12 , -2.42247e-12 , 150 , 0
1485 , -6.52802e-12 , -1.34565e-11 , 533.228 , -0.0418796 , 0.00748074 , 148.206 , 1
1485 , -6.52802e-12 , -1.34565e-11 , 533.228 , 0.0317982 , -0.0282619 , 1.79393 , 2
1485 , 5.59968 , -4.59548 , 831.926 , 0.0048663 , -0.00412972 , 0.264605 , 317
1486 , 0 , 0 , -300 , -6.5141e-11 , -6.32766e-11 , 150 , 0
1486 , -3.60875e-10 , -3.50546e-10 , 530.985 , -0.015095 , 0.0282051 , 148.991 , 1
1486 , -3.60875e-10 , -3.50546e-10 , 530.985 , 0.027755 , -0.0159075 , 1.00864 , 2
1486 , 20.702 , -11.8451 , 1252.52 , 0.00270714 , -0.00168941 , 0.0933573 , 5
1487 , 0 , 0 , -300 , -1.43558e-11 , 8.03779e-11 , 150 , 0
1487 , -7.94567e-11 , 4.44875e-10 , 530.22 , -0.0243104 , -0.0735437 , 143.86 , 1
1487 , -7.94567e-11 , 4.44875e-10 , 530.22 , 0.0482657 , -0.0605813 , 6.1402 , 2
1488 , 0 , 0 , -300 , -7.67474e-11 , 2.88362e-11 , 150 , 0
1488 , -4.26867e-10 , 1.60386e-10 , 534.296 , 0.0361398 , -0.0473184 , 146.441 , 1
1488 , -4.26867e-10 , 1.60386e-10 , 534.296 , 0.0583572 , 0.0118131 , 3.55944 , 2
1488 , 15360.5 , -19728.6 , -2727.07 , 0.00273905 , -0.00354728 , -0.00145489 , 319
1488 , 15360.5 , -19728.6 , -2727.07 , 0.00433906 , -0.00551116 , 0.000305319 , 320
1489 , 0 , 0 , -300 , 8.97761e-11 , -4.68833e-12 , 150 , 0
1489 , 4.99261e-10 , -2.60727e-11 , 534.177 , -0.0399877 , -0.0147413 , 148.2 , 1
1489 , 4.99261e-10 , -2.60727e-11 , 534.177 , -0.0382347 , 0.0188262 , 1.80042 , 2
1489 , -0.00619636 , 0.00304054 , 534.468 , -0.00185496 , 0.000209211 , 0.003122 , 5
1490 , 0 , 0 , -300 , 1.01306e-10 , 2.37096e-10 , 150 , 0
1490 , 5.63947e-10 , 1.31985e-09 , 535.012 , 0.00542961 , 0.0503979 , 147.439 , 1
1490 , 5.63947e-10 , 1.31985e-09 , 535.012 , 0.032666 , 0.0387603 , 2.56104 , 2
1491 , 0 , 0 , -300 , 7.73153e-11 , 2.30493e-10 , 150 , 0
1491 , 4.26778e-10 , 1.27231e-09 , 527.994 , -0.0571893 , -0.0450148 , 144.609 , 1
1491 , 4.26778e-10 , 1.27231e-09 , 527.994 , 0.0184766 , -0.0703957 , 5.3908 , 2
1492 , 0 , 0 , -300 , 3.27301e-11 , 5.36305e-11 , 150 , 0
1492 , 1.81801e-10 , 2.97893e-10 , 533.181 , -0.0313467 , 0.025985 , 148.359 , 1
1492 , 1.81801e-10 , 2.97893e-10 , 533.181 , 0.0374426 , -0.0159963 , 1.64143 , 2
1492 , 33.5525 , -13.1085 , 1960.19 , 0.00189454 , -0.000592874 , 0.0812505 , 4
1493 , 0 , 0 , -300 , -2.14051e-11 , 3.30707e-11 , 150 , 0
1493 , -1.1919e-10 , 1.84148e-10 , 535.245 , -0.0366748 , 0.0285548 , 147.853 , 1
1493 , -1.1919e-10 , 1.84148e-10 , 535.245 , -0.0110322 , 0.0451521 , 2.14689 , 2
1493 , -6.29936 , 24.0569 , 1697.92 , -3.22294e-05 , 0.000119666 , 0.00574068 , 3
1494 , 0 , 0 , -300 , -2.39073e-10 , -2.28025e-12 , 150 , 0
1494 , -1.3213e-09 , -1.26024e-11 , 529.015 , 0.0610613 , -0.00134632 , 146.249 , 1
1494 , -1.3213e-09 , -1.26024e-11 , 529.015 , 0.0610245 , 0.00251077 , 3.75063 , 2
1494 , 0.0431143 , 0.00129042 , 531.667 , 0.000650926 , 1.68572e-05 , 0.0394298 , 954
1495 , 0 , 0 , -300 , 1.14611e-10 , 4.54581e-11 , 150 , 0
1495 , 6.36318e-10 , 2.52382e-10 , 532.795 , 0.0120771 , -0.031119 , 148.901 , 1
1495 , 6.36318e-10 , 2.52382e-10 , 532.795 , -0.0125361 , 0.030937 , 1.09891 , 2
1495 , 0.00139898 , 0.00156508 , 131.068 , 0.00344679 , -0.00204656 , 0.0157241 , 34
1496 , 0 , 0 , -300 , 4.11958e-12 , -1.69469e-10 , 150 , 0
1496 , 2.27863e-11 , -9.37374e-10 , 529.684 , 0.0366074 , 0.0191405 , 148.31 , 1
1496 , 2.27863e-11 , -9.37374e-10 , 529.684 , -0.0374941 , 0.0173392 , 1.69016 , 2
1496 , -0.0563487 , 0.0248223 , 532.184 , -0.000816038 , 0.000368039 , 0.0355269 , 7
1497 , 0 , 0 , -300 , -6.5006e-11 , 2.27662e-10 , 150 , 0
1497 , -3.6145e-10 , 1.26586e-09 , 534.039 , 0.0823643 , 0.01962 , 142.593 , 1
1497 , -3.6145e-10 , 1.26586e-09 , 534.039 , -0.080306 , -0.0268285 , 7.40692 , 2
1497 , 824.735 , 2953.44 , 1319.94 , 0.00039406 , 0.00131849 , -0.000337729 , 116
1497 , -19917.6 , 9072.09 , -1621.01 , -0.00143101 , 0.000367011 , -3.20299e-05 , 1393
1497 , -10.4033 , -3.41738 , 1479.58 , -3.34365e-05 , -1.08325e-05 , 0.00297459 , 2086
1498 , 0 , 0 , -300 , 2.31601e-10 , 8.43782e-11 , 150 , 0
1498 , 1.28735e-09 , 4.69015e-10 , 533.774 , 0.153589 , 0.101879 , 95.5834 , 1
1498 , 1.28735e-09 , 4.69015e-10 , 533.774 , 0.18313 , 0.0207964 , 54.4166 , 2
1498 , 2687.43 , -6686.32 , -4474.96 , 0.000295581 , -0.000675044 , -0.00159727 , 2271
1498 , 8081.49 , 2758.23 , -2542.14 , 0.00330422 , 0.00173631 , -0.003004 , 12254
1498 , -9587.65 , -16710.4 , 1826.55 , -0.00144984 , -0.00130237 , 4.36877e-06 , 12492
1498 , -1515.29 , 8203.28 , -4031.67 , -0.000157615 , 0.00099747 , -0.00105148 , 13721
1498 , 12083.6 , -485.28 , -5240.64 , 0.000458569 , -7.57373e-05 , -0.00138392 , 14916
1498 , 0.998993 , 0.115627 , 831.919 , -0.000881827 , -0.000776748 , 0.00136325 , 15874
1499 , 0 , 0 , -300 , 3.67714e-11 , -4.17287e-11 , 150 , 0
1499 , 2.04157e-10 , -2.3168e-10 , 532.808 , 0.0582249 , -0.0174069 , 146.288 , 1
1499 , 2.04157e-10 , -2.3168e-10 , 532.808 , 0.00994396 , -0.0599521 , 3.71222 , 2
1499 , 1.54189 , -15.4447 , 1467.31 , 0.00150473 , -0.0421989 , 2.50722 , 352
1500 , 0 , 0 , -300 , -1.53537e-10 , 1.08043e-10 , 150 , 0
1500 , -8.54024e-10 , 6.0097e-10 , 534.349 , -0.0323639 , -0.00954334 , 148.877 , 1
1500 , -8.54024e-10 , 6.0097e-10 , 534.349 , -0.00194406 , 0.0336856 , 1.12302 , 2
1500 , 3.09871 , 66.736 , 2762.32 , 0.000507739 , 0.00593996 , 0.198577 , 3
1500 , 0.156192 , 22.1948 , 1265.82 , 6.36026e-05 , 0.00136092 , 0.046914 , 4
1501 , 0 , 0 , -300 , 1.09921e-11 , -2.342e-10 , 150 , 0
1501 , 6.1173e-11 , -1.30336e-09 , 534.773 , 0.0528473 , -0.0195582 , 146.821 , 1
1501 , 6.1173e-11 , -1.30336e-09 , 534.773 , -0.0507831 , -0.024422 , 3.17932 , 2
1501 , -15461.9 , -9465.04 , -14279.6 , -0.000953846 , -0.000474231 , -0.00146313 , 196
1501 , -2451.74 , 1007.74 , 2360.6 , -0.00152899 , 0.000201394 , -0.000485555 , 204
1501 , -3138.15 , -8164.34 , 2506.24 , -0.000365536 , -0.00139017 , 4.95933e-05 , 336
1501 , -22.9489 , -11.4083 , 1960.13 , -0.00109717 , -0.000548292 , 0.06772 , 796
1502 , 0 , 0 , -300 , -2.83191e-11 , -7.29357e-11 , 150 , 0
1502 , -1.56389e-10 , -4.02779e-10 , 528.356 , 0.000366683 , -0.0584892 , 146.568 , 1
1502 , -1.56389e-10 , -4.02779e-10 , 528.356 , -0.03974 , -0.0429168 , 3.43172 , 2
1503 , 0 , 0 , -300 , -6.34393e-12 , -4.94966e-11 , 150 , 0
1503 , -3.50598e-11 , -2.73544e-10 , 528.977 , 0.0249397 , -0.0212723 , 148.941 , 1
1503 , -3.50598e-11 , -2.73544e-10 , 528.977 , -0.0294984 , -0.014295 , 1.0594 , 2
1503 , -27.8776 , -11.2158 , 1479.79 , -0.00176918 , -0.00080758 , 0.0585911 , 3
1503 , -21.4033 , -8.46632 , 1252.74 , -0.00110451 , -0.000105796 , 0.00109458 , 4
1504 , 0 , 0 , -300 , -1.43011e-10 , 6.73426e-11 , 150 , 0
1504 , -7.9553e-10 , 3.74607e-10 , 534.405 , 0.0271594 , 0.0217484 , 148.805 , 1
1504 , -7.9553e-10 , 3.74607e-10 , 534.405 , 0.000536088 , -0.0347899 , 1.19478 , 2
1504 , 0.439952 , -20.5011 , 1252.72 , 8.03703e-06 , -0.000179763 , 0.00652108 , 4
1505 , 0 , 0 , -300 , 1.454e-11 , 2.78165e-11 , 150 , 0
1505 , 8.07821e-11 , 1.54545e-10 , 533.379 , 0.028137 , 0.0348453 , 148.009 , 1
1505 , 8.07821e-11 , 1.54545e-10 , 533.379 , 0.0125498 , 0.0429929 , 1.99107 , 2
1506 , 0 , 0 , -300 , -7.22914e-12 , 2.97446e-11 , 150 , 0
1506 , -4.01438e-11 , 1.65173e-10 , 532.957 , 0.0233769 , -0.0378557 , 148.035 , 1
1506 , -4.01438e-11 , 1.65173e-10 , 532.957 , -0.00339464 , -0.0443622 , 1.96453 , 2
1507 , 0 , 0 , -300 , 5.11515e-11 , 5.95788e-11 , 150 , 0
1507 , 2.83812e-10 , 3.30571e-10 , 532.269 , 0.0106877 , 0.0353291 , 148.654 , 1
1507 , 2.83812e-10 , 3.30571e-10 , 532.269 , 0.0333047 , 0.0159112 , 1.34601 , 2
1507 , 7.39785 , 3.50634 , 831.884 , 2.94581e-05 , 1.4693e-05 , 0.00124866 , 3
1508 , 0 , 0 , -300 , 8.47879e-11 , 1.42154e-10 , 150 , 0
1508 , 4.70386e-10 , 7.88641e-10 , 532.169 , -0.0127884 , 0.0831582 , 142.691 , 1
1508 , 4.70386e-10 , 7.88641e-10 , 532.169 , 0.0792463 , 0.028264 , 7.30851 , 2
1508 , -14787.9 , -4622.63 , 1449.48 , -0.00166817 , -0.000845353 , 0.000241387 , 337
1508 , -734.156 , 10924.2 , -4841.82 , -0.000194978 , 0.00253298 , -0.0019609 , 813
1508 , -7313.98 , 1945.94 , -3372.54 , -0.00197098 , 0.000200197 , -0.00125793 , 1761
1509 , 0 , 0 , -300 , -8.78156e-11 , 1.13018e-10 , 150 , 0
1509 , -4.88676e-10 , 6.28922e-10 , 534.719 , -0.119526 , -0.00840547 , 134.157 , 1
1509 , -4.88676e-10 , 6.28922e-10 , 534.719 , 0.0376781 , 0.113743 , 15.8433 , 2
1509 , -7292.82 , 3972.45 , -3129.66 , -0.00121621 , 0.00054964 , -0.000582998 , 4098
1509 , 8335.53 , 6702.92 , -14028.3 , 0.000808395 , 0.000429665 , -0.001167 , 4622
1510 , 0 , 0 , -300 , -6.08195e-12 , -5.67232e-11 , 150 , 0
1510 , -3.3557e-11 , -3.12969e-10 , 527.621 , -0.0225108 , -0.0316406 , 148.509 , 1
1510 , -3.3557e-11 , -3.12969e-10 , 527.621 , 0.0152912 , -0.0356938 , 1.49132 , 2
1510 , 6.36751 , -18.4682 , 1265.97 , 0.000240304 , -0.000665017 , 0.024776 , 3
1510 , 0.026485 , -0.0713862 , 530.553 , 0.000344312 , -0.000944785 , 0.0402966 , 4
1511 , 0 , 0 , -300 , 1.91899e-10 , 1.50507e-10 , 150 , 0
1511 , 1.06705e-09 , 8.36887e-10 , 534.068 , 0.0329386 , 0.00829151 , 148.862 , 1
1511 , 1.06705e-09 , 8.36887e-10 , 534.068 , 0.0159016 , 0.030014 , 1.13814 , 2
1512 , 0 , 0 , -300 , -7.55307e-11 , -1.14249e-10 , 150 , 0
1512 , -4.19496e-10 , -6.34535e-10 , 533.098 , -0.000805208 , -0.0334836 , 148.894 , 1
1512 , -4.19496e-10 , -6.34535e-10 , 533.098 , -0.0304922 , -0.0138573 , 1.10641 , 2
1512 , -39.8128 , -14.5603 , 1960.07 , -0.00388638 , -0.00162957 , 0.139269 , 3
1512 , -9.27321 , -3.56534 , 858.383 , -7.86207e-05 , -2.7748e-05 , 0.00277467 , 4
1513 , 0 , 0 , -300 , -9.71079e-11 , -3.88576e-11 , 150 , 0
1513 , -5.37404e-10 , -2.15041e-10 , 530.114 , 0.0311521 , 0.0100719 , 148.943 , 1
1513 , -5.37404e-10 , -2.15041e-10 , 530.114 , 0.0295009 , 0.0141983 , 1.05681 , 2
1513 , 0.000717336 , 0.000233567 , 533.552 , -0.00154174 , -0.000252264 , 0.00239001 , 25
1513 , 0.000612764 , 0.000198115 , 533.044 , -0.000845799 , 0.000786247 , 0.00130527 , 26
1514 , 0 , 0 , -300 , 1.00209e-11 , -1.92022e-11 , 150 , 0
1514 , 5.54178e-11 , -1.06192e-10 , 529.532 , -0.0339037 , -0.010212 , 148.762 , 1
1514 , 5.54178e-11 , -1.06192e-10 , 529.532 , 0.0277668 , 0.0219716 , 1.23772 , 2
1515 , 0 , 0 , -300 , 2.22503e-11 , 1.58976e-11 , 150 , 0
1515 , 1.23432e-10 , 8.81909e-11 , 532.115 , 0.0660402 , 0.0746764 , 139.485 , 1
1515 , 1.23432e-10 , 8.81909e-11 , 532.115 , 0.0920479 , 0.0382759 , 10.5147 , 2
1515 , 4113.53 , 2259.34 , 2173.09 , 0.00151581 , 0.000634683 , -0.000325921 , 2772
1515 , -11577.8 , 9325.2 , -636.424 , -0.00211572 , 0.000656916 , -5.89572e-05 , 2779
1516 , 0 , 0 , -300 , 6.95211e-11 , 6.42315e-11 , 150 , 0
1516 , 3.83866e-10 , 3.5466e-10 , 528.237 , 0.0314148 , 0.00673878 , 148.982 , 1
1516 , 3.83866e-10 , 3.5466e-10 , 528.237 , 0.0091986 , 0.0307845 , 1.01749 , 2
1517 , 0 , 0 , -300 , 8.34765e-12 , 5.55839e-11 , 150 , 0
1517 , 4.60811e-11 , 3.06837e-10 , 528.038 , 0.0227407 , 0.0246559 , 148.89 , 1
1517 , 4.60811e-11 , 3.06837e-10 , 528.038 , -0.0144951 , 0.030248 , 1.10965 , 2
1518 , 0 , 0 , -300 , -1.4337e-11 , -2.04618e-10 , 150 , 0
1518 , -7.96275e-11 , -1.13645e-09 , 533.098 , -0.0960442 , -0.0924 , 129.661 , 1
1518 , -7.96275e-11 , -1.13645e-09 , 533.098 , 0.0822206 , -0.104891 , 20.3385 , 2
1518 , 5066.42 , -6740.79 , -4037.69 , 0.00054173 , -0.00127593 , -0.000670806 , 3813
1518 , -3657.65 , 9487.51 , -1583.99 , -0.000806781 , 0.00169029 , -0.000328661 , 4310
1518 , -15.5892 , 2059.99 , 2438.14 , 2.63156e-05 , 0.00220315 , -0.000253303 , 5547
1518 , 2726.36 , 119.462 , -221.48 , 0.00177923 , 0.000404756 , -0.00189736 , 5824
1518 , 3.85051 , -5.03747 , 1479.63 , -0.000960284 , 0.000688884 , 0.00139506 , 5877
1518 , -0.00140221 , -0.001349 , 534.991 , 0.00139402 , -1.97592e-05 , 0.00190663 , 5926
1519 , 0 , 0 , -300 , 1.12792e-10 , -1.30451e-10 , 150 , 0
1519 , 6.25439e-10 , -7.2336e-10 , 531.758 , -0.00408917 , 0.0637131 , 145.891 , 1
1519 , 6.25439e-10 , -7.2336e-10 , 531.758 , -0.0624544 , 0.0132488 , 4.10913 , 2
1519 , -9.44341 , 2.1205 , 1140.99 , -2.6885e-05 , 6.53197e-06 , 0.00174003 , 1093
1520 , 0 , 0 , -300 , 1.06929e-10 , 2.02027e-10 , 150 , 0
1520 , 5.94393e-10 , 1.12302e-09 , 533.816 , 0.0370355 , -0.0190576 , 148.281 , 1
1520 , 5.94393e-10 , 1.12302e-09 , 533.816 , -0.0365852 , 0.0199084 , 1.71861 , 2
1520 , -6.30373 , 3.39171 , 832.026 , -0.0123862 , 0.0080526 , 0.569892 , 4
1521 , 0 , 0 , -300 , -7.19103e-11 , -2.91296e-11 , 150 , 0
1521 , -4.00304e-10 , -1.62156e-10 , 535.007 , 0.00287318 , 0.0610515 , 146.244 , 1
1521 , -4.00304e-10 , -1.62156e-10 , 535.007 , 0.0445528 , -0.0418401 , 3.75606 , 2
1521 , 12319.8 , -1161.71 , -15529.5 , 0.00207286 , 6.02948e-05 , -0.00152302 , 906
1522 , 0 , 0 , -300 , 1.10294e-10 , -1.14285e-11 , 150 , 0
1522 , 6.13124e-10 , -6.35311e-11 , 533.849 , -0.0569694 , 0.0178052 , 146.423 , 1
1522 , 6.13124e-10 , -6.35311e-11 , 533.849 , -0.0594098 , -0.00574609 , 3.5774 , 2
1522 , -1809.64 , 19252.3 , -5804.22 , 0.000378534 , 0.0011691 , -0.000862882 , 89
1522 , -2415.92 , 4609.26 , -697.486 , -0.000848701 , 0.00104507 , -0.000606298 , 531
1522 , -14189.8 , 9054.85 , -7605.04 , 0.00027396 , 9.97917e-05 , -3.88604e-05 , 549
1522 , -14189.8 , 9054.85 , -7605.04 , 0.00023999 , -0.000319191 , 0.000579061 , 550
1522 , -14189.8 , 9054.85 , -7605.04 , -0.00051395 , 0.000219399 , -0.000540201 , 551
1522 , -10.1357 , -1.05309 , 1140.93 , -0.00170589 , -0.000160477 , 0.101438 , 699
1523 , 0 , 0 , -300 , 5.07803e-11 , -2.48743e-10 , 150 , 0
1523 , 2.81306e-10 , -1.37795e-09 , 530.95 , 0.0566498 , -0.0247126 , 146.157 , 1
1523 , 2.81306e-10 , -1.37795e-09 , 530.95 , -0.0424304 , -0.0449397 , 3.84335 , 2
1523 , -0.00598124 , -0.00632716 , 531.49 , -0.00113293 , -4.44345e-05 , 0.00121459 , 1128
1523 , -3858.48 , 431.408 , 2394.12 , -0.00214284 , 0.000459754 , -0.0012523 , 1587
1523 , 1791.85 , 1905.78 , -3617.93 , 5.25869e-05 , 0.000523968 , -0.00137953 , 3451
1523 , -9844.19 , 1259.33 , -2887.92 , -0.00754274 , 0.00117206 , -0.00573303 , 3736
1524 , 0 , 0 , -300 , 3.59052e-11 , 1.17536e-11 , 150 , 0
1524 , 1.98299e-10 , 6.4913e-11 , 528.426 , -0.112476 , -0.0164402 , 135.944 , 1
1524 , 1.98299e-10 , 6.4913e-11 , 528.426 , -0.100425 , -0.0532529 , 14.0561 , 2
1524 , -7933.68 , -59.3776 , -1369.66 , -0.0010405 , -0.000508974 , -0.000878033 , 127
1524 , -10.0442 , -5.55433 , 1959.92 , -0.0821253 , -0.0458178 , 12.0474 , 245
1524 , -546.807 , 4663.46 , 1910.26 , -0.00125586 , -0.000377773 , -0.000702181 , 2392
1524 , -6.74986 , -3.71655 , 1479.49 , -0.00747905 , -0.00416059 , 1.08412 , 3743
1524 , 8340.71 , 17952.7 , -14570.6 , 0.000303847 , 0.0012221 , -0.000981318 , 3846
1524 , -0.0162786 , -0.00870741 , 530.749 , 0.000886408 , 0.00100107 , 0.00179473 , 4076
1525 , 0 , 0 , -300 , -1.79182e-10 , -2.67506e-11 , 150 , 0
1525 , -9.92865e-10 , -1.48228e-10 , 531.163 , 0.0187875 , -0.0616691 , 145.808 , 1
1525 , -9.92865e-10 , -1.48228e-10 , 531.163 , -4.37879e-05 , 0.0644674 , 4.19231 , 2
1525 , 3503.75 , 4121.16 , 2070.25 , 0.0012554 , 0.00128531 , -0.000770905 , 222
1525 , 10026.2 , 171.467 , -19256.9 , 0.00203343 , 4.82916e-05 , -0.00310396 , 866
1525 , 0.000387491 , -0.00127192 , 534.171 , -0.000305586 , 0.00120037 , 0.00150339 , 1122
1526 , 0 , 0 , -300 , -1.95407e-10 , -1.70041e-10 , 150 , 0
1526 , -1.08398e-09 , -9.43267e-10 , 532.095 , 0.0597191 , -0.00904167 , 146.334 , 1
1526 , -1.08398e-09 , -9.43267e-10 , 532.095 , -0.000704179 , 0.0603956 , 3.66572 , 2
1526 , 1176.44 , 231.085 , 1273.81 , 0.00151885 , 1.89153e-05 , -0.00177907 , 99
1526 , -0.550646 , 25.9268 , 1973.01 , -8.85809e-07 , 6.97066e-05 , 0.00393012 , 645
1526 , -0.237923 , 10.9663 , 1141.01 , -1.31813e-05 , 0.00122979 , 0.068362 , 647
1526 , -0.00032947 , 0.0267098 , 533.693 , 4.49848e-06 , 0.00049858 , 0.0287961 , 655
1527 , 0 , 0 , -300 , -5.67607e-11 , -1.40167e-10 , 150 , 0
1527 , -3.14217e-10 , -7.7594e-10 , 530.374 , -0.0221904 , 0.0251031 , 148.893 , 1
1527 , -3.14217e-10 , -7.7594e-10 , 530.374 , 0.0334046 , 0.00258989 , 1.10719 , 2
1528 , 0 , 0 , -300 , 8.38355e-11 , -1.76155e-10 , 150 , 0
1528 , 4.62835e-10 , -9.72509e-10 , 528.112 , -0.0402099 , 0.0205478 , 147.975 , 1
1528 , 4.62835e-10 , -9.72509e-10 , 528.112 , 0.00941238 , 0.044164 , 2.02448 , 2
1528 , 12.8396 , 45.7861 , 2501.32 , 8.19634e-05 , 0.000280286 , 0.0122326 , 3
1529 , 0 , 0 , -300 , 2.50298e-11 , -8.83678e-11 , 150 , 0
