nEvent , x0 , y0 , Ax , Ay , err_x0 , err_y0 , err_Ax , err_Ay , chi2 
232 , -0.203399 , 0.0931252 , 0.000372899 , -0.000175706 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00607006
233 , -0.0722298 , -0.0451834 , 0.000205972 , 8.51974e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 1.10619
233 , -14.3522 , -4.23219 , 0.0260441 , 0.00720598 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 21.6404
234 , -0.0121639 , -0.142221 , 2.08708e-05 , 0.000260553 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0130593
234 , 11.4101 , -6.75557 , -0.0218509 , 0.0151553 , 0.0496417 , 0.0742692 , 3.63462e-05 , 4.8813e-05 , 32.7092
235 , -11.6405 , 0.627671 , 0.0227466 , -0.000809373 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 64.7248
235 , 0.050865 , 0.116176 , -8.43881e-05 , -0.000279579 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 8.42554
236 , -6.87039 , -0.897007 , 0.0128882 , 0.00188607 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 2.79035
236 , -0.0575897 , -0.271699 , 8.90097e-05 , 0.000515017 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0353221
237 , -0.238249 , -0.0447834 , 0.000460415 , 7.59169e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.022346
237 , 5.07856 , -4.88713 , -0.00960646 , 0.00909842 , 0.0890797 , 0.0747186 , 7.64409e-05 , 6.10824e-05 , 4.33644
238 , -0.123199 , 0.0212253 , 0.000229199 , -3.33213e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00716946
238 , -0.985182 , 16.6495 , -0.001278 , -0.0311046 , 0.0691543 , 0.0737101 , 4.71686e-05 , 5.99396e-05 , 46.6532
239 , -0.0755017 , 0.0877949 , 0.000131786 , -0.000166141 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0101335
239 , -6.5977 , -20.0884 , 0.0124105 , 0.0328053 , 0.0496417 , 0.0742692 , 3.63462e-05 , 4.8813e-05 , 31.6175
241 , 0.0751027 , 0.163269 , -0.000154264 , -0.000310463 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0090891
241 , -9.76933 , -1.48721 , 0.0187699 , 0.00304569 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 15.8591
242 , -0.287389 , -0.0977375 , 0.000541312 , 0.000183011 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0093024
242 , -3.86099 , -4.56838 , 0.00768886 , 0.00827388 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 40.4544
244 , 0.0384516 , 0.158549 , -8.07107e-05 , -0.000276451 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0363339
244 , 7.88673 , -12.3139 , -0.0151633 , 0.0232062 , 0.103538 , 0.0498368 , 9.25274e-05 , 3.53936e-05 , 10.5379
245 , -0.173518 , 0.0306131 , 0.000311469 , -6.13392e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00929414
245 , -1.4095 , -11.6088 , 0.00361589 , 0.021951 , 0.0496843 , 0.0716208 , 3.63702e-05 , 5.80136e-05 , 32.3882
246 , 0.100462 , -0.0459239 , -0.000196776 , 0.000101433 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0167686
246 , 0.547106 , 15.5956 , -0.00199613 , -0.029299 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 32.897
247 , 1.22549 , 0.886573 , -0.00228536 , -0.00168907 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 2.39784
247 , -0.573411 , -0.957064 , 0.0011777 , 0.00180226 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 1.43601
248 , 0.0325493 , 0.118402 , -6.33096e-05 , -0.000219224 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00820121
248 , -11.9829 , 10.508 , 0.0225254 , -0.0185789 , 0.103538 , 0.0498368 , 9.25274e-05 , 3.53936e-05 , 5.87533
249 , -7.45 , 10.4441 , 0.0139821 , -0.0192172 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 17.1543
249 , -0.104278 , -0.097203 , 0.000200339 , 0.000188683 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00738716
250 , -0.0199494 , -0.145391 , 2.84221e-05 , 0.000272371 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0175235
250 , -0.101785 , 12.626 , -0.000294511 , -0.0244294 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.53519e-05 , 24.0351
251 , 0.0193828 , -0.116857 , -4.26438e-05 , 0.000228582 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0194404
251 , -4.00871 , 15.8185 , 0.00674819 , -0.0284856 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 13.7856
252 , 0.181755 , -0.111836 , -0.000348675 , 0.000214118 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00616373
252 , 4.40863 , 7.47504 , -0.00832628 , -0.0138991 , 0.0876764 , 0.0497782 , 7.50336e-05 , 3.53517e-05 , 8.78502
253 , 0.0621143 , 0.107908 , -0.000111995 , -0.000207455 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00769702
253 , 4.2105 , 15.8096 , -0.00849476 , -0.0289327 , 0.0496246 , 0.0773521 , 3.6619e-05 , 6.49059e-05 , 24.96
254 , -5.14234 , 2.12745 , 0.00926209 , -0.00503357 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 41.6515
254 , -0.198516 , -0.273048 , 0.000363771 , 0.000516882 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0125564
255 , 0.148098 , 0.124779 , -0.000268985 , -0.000226477 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0175463
255 , -9.24901 , -6.5285 , 0.0173778 , 0.0119442 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 26.887
256 , 0.133335 , 0.0718707 , -0.000270891 , -0.000154999 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.109818
256 , -9.38655 , 3.7535 , 0.0179527 , -0.00672997 , 0.0890797 , 0.0747186 , 7.64409e-05 , 6.10824e-05 , 3.39649
257 , -0.0771496 , 0.11061 , 0.000144577 , -0.000207963 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.000477777
257 , 2.14668 , -13.4954 , -0.00491662 , 0.026783 , 0.0890797 , 0.0747186 , 7.64409e-05 , 6.10824e-05 , 15.2584
258 , 0.255792 , 0.174551 , -0.000479189 , -0.000328712 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00326696
258 , -5.62909 , -2.35896 , 0.010528 , 0.00436213 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 1.85661
259 , -0.0769133 , -0.11631 , 0.000150663 , 0.000234534 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0156964
259 , 13.9489 , 1.11914 , -0.0246708 , -0.00233415 , 0.0691324 , 0.0497795 , 4.71207e-05 , 3.52785e-05 , 12.0087
260 , -0.0527225 , 0.14123 , 0.000107143 , -0.000264991 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0142359
260 , -1.0732 , 11.088 , 0.00214184 , -0.0212961 , 0.0890797 , 0.0747185 , 7.64409e-05 , 6.10824e-05 , 7.48217
261 , 0.114795 , 0.00927905 , -0.000227737 , -1.1163e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0172302
261 , 6.64408 , 11.9905 , -0.0120638 , -0.0228132 , 0.0893309 , 0.0555884 , 7.76399e-05 , 3.70606e-05 , 33.4909
262 , 0.0751108 , 0.173552 , -0.000141199 , -0.000325541 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.585029
262 , -3.7845 , 9.70561 , 0.00720281 , -0.0189386 , 0.0890797 , 0.0747186 , 7.64409e-05 , 6.10824e-05 , 16.7702
263 , 0.205415 , 0.0158532 , -0.000375872 , -3.42038e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0256762
263 , 0.0518125 , -9.84568 , 0.000278145 , 0.0187432 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 16.7283
264 , -0.133326 , 0.084455 , 0.000241366 , -0.000164397 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0118604
264 , 10.523 , -9.8439 , -0.0192811 , 0.0168916 , 0.0877359 , 0.0742905 , 7.50241e-05 , 4.88708e-05 , 10.7787
265 , 0.134145 , -0.112507 , -0.000267871 , 0.000218828 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0754441
265 , 8.33936 , 5.45489 , -0.015308 , -0.0106636 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 15.4996
266 , -5.9224 , 1.14409 , 0.0110955 , -0.00245308 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 3.47997
266 , 0.317784 , 0.0250962 , -0.000613758 , -4.87614e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00582653
267 , 0.0256076 , 0.142328 , -5.5877e-05 , -0.000277787 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00252221
267 , -12.5199 , -1.11445 , 0.0239608 , 0.00230332 , 0.0890797 , 0.0747186 , 7.64409e-05 , 6.10824e-05 , 43.4016
268 , -0.155712 , 0.153029 , 0.000285403 , -0.000286091 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00508159
268 , 9.41403 , -1.4661 , -0.0178573 , 0.00266525 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 20.2153
269 , 0.111641 , -0.0225992 , -0.000220677 , 3.85282e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0405025
269 , 10.7489 , 12.0274 , -0.0198879 , -0.0222279 , 0.0890797 , 0.0747186 , 7.64409e-05 , 6.10824e-05 , 2.75092
270 , 0.074679 , -0.152973 , -0.00015702 , 0.000285374 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0265116
270 , 1.47793 , 11.0283 , -0.00333535 , -0.0207025 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 53.6565
271 , -0.0905084 , -0.0673876 , 0.00017627 , 0.000125663 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00584591
271 , -18.0653 , 10.7384 , 0.0316717 , -0.0202003 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 36.686
273 , 7.2442 , 9.52212 , -0.013349 , -0.018067 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 10.3201
273 , 0.0773327 , -0.136283 , -0.000129349 , 0.000266963 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0183361
274 , -10.3179 , 10.1134 , 0.0194386 , -0.0197318 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 30.0091
274 , 0.128736 , -0.0213576 , -0.00023118 , 5.07183e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00978168
275 , -0.010552 , 0.159465 , 1.88727e-05 , -0.000305926 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00614023
275 , 3.79763 , -11.16 , -0.00756716 , 0.0209024 , 0.0890797 , 0.0747186 , 7.64409e-05 , 6.10824e-05 , 7.14286
276 , -1.01533 , -7.00348 , 0.00173065 , 0.013621 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 10.6057
276 , 0.074556 , -0.246546 , -0.000142506 , 0.000464057 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00158814
277 , 1.53076 , 7.11526 , -0.00261382 , -0.0137373 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 3.54772
277 , 0.0687848 , 0.23599 , -0.000129139 , -0.000446751 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.000377084
278 , 5.67184 , -2.39019 , -0.0107645 , 0.00410829 , 0.0499849 , 0.0489219 , 3.66275e-05 , 3.45526e-05 , 9.20298
278 , -0.287914 , -0.0754859 , 0.000556578 , 0.000138158 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0150967
279 , -3.35988 , 4.43318 , 0.00593874 , -0.00837079 , 0.0495879 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 13.5217
279 , 0.212198 , 0.377459 , -0.00032963 , -0.000669648 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.752427
280 , -11.404 , 2.36209 , 0.0216362 , -0.00409688 , 0.0495049 , 0.0498475 , 3.62274e-05 , 3.51638e-05 , 25.7499
280 , 0.0896882 , -0.146413 , -0.000161012 , 0.000269361 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00630197
281 , 9.3849 , -5.76735 , -0.0177545 , 0.0103047 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 29.3854
281 , -0.014249 , 0.174627 , 1.20134e-05 , -0.000318653 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0547427
282 , -1.81521 , -4.20528 , 0.00343445 , 0.00788967 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.586732
282 , -0.351053 , -0.204972 , 0.000661816 , 0.00039093 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00536818
283 , -0.112701 , 0.0684258 , 0.000210094 , -0.000144754 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00656353
283 , 15.0187 , 1.1688 , -0.0279911 , -0.00238716 , 0.0890797 , 0.0747185 , 7.64409e-05 , 6.10824e-05 , 41.9091
284 , -0.0197439 , 0.124287 , 1.76801e-05 , -0.000232294 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0378247
284 , -1.66371 , 13.5376 , 0.000511305 , -0.0259978 , 0.0691324 , 0.0497795 , 4.71207e-05 , 3.52785e-05 , 19.4735
285 , -0.0965233 , -0.131948 , 0.000182737 , 0.00024068 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00611875
285 , -10.635 , -6.09535 , 0.0197774 , 0.0114924 , 0.0890797 , 0.0747186 , 7.64409e-05 , 6.10824e-05 , 47.2267
286 , -9.88294 , -1.69575 , 0.0186131 , 0.00292831 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 11.1516
286 , -0.0757854 , 0.162445 , 0.000131003 , -0.000315212 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00600507
287 , 0.105224 , -0.0693022 , -0.000196954 , 0.000146676 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0269385
287 , 7.6942 , -14.423 , -0.0119317 , 0.026973 , 0.0691324 , 0.0497795 , 4.71207e-05 , 3.52785e-05 , 57.8844
288 , 0.189864 , 0.121092 , -0.000228614 , -0.000211096 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 15.5925
288 , 10.875 , 8.7829 , -0.020504 , -0.0181351 , 0.0496417 , 0.0742692 , 3.63462e-05 , 4.8813e-05 , 75.7923
289 , 0.112331 , 0.135121 , -0.000211658 , -0.000258741 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00655342
289 , -1.53458 , 8.60439 , 0.003191 , -0.016137 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 12.5947
290 , 3.60677 , -12.4965 , -0.00660978 , 0.0234679 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 30.2493
290 , -0.0403283 , -0.144162 , 9.01784e-05 , 0.000264661 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0219205
291 , -11.4525 , -6.94964 , 0.022788 , 0.0137024 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 26.1571
291 , 0.123771 , -0.0312177 , -0.000234276 , 5.55245e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00200572
292 , 7.39453 , 0.655608 , -0.0137878 , -0.00165283 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 11.3169
292 , -0.186686 , 0.174818 , 0.000354837 , -0.000339071 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0209661
293 , -0.231677 , -0.0211493 , 0.000433639 , 4.96676e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0118217
293 , 5.66167 , -7.07613 , -0.0102234 , 0.0130079 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 45.7987
294 , 5.45213 , -8.84529 , -0.0102977 , 0.0164686 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 5.16839
294 , 0.0423916 , 0.185021 , -8.47211e-05 , -0.000344539 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00207903
295 , 0.0311227 , -0.157967 , -4.9735e-05 , 0.000261263 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 1.40998
295 , -14.8128 , 7.241 , 0.0253511 , -0.0139166 , 0.0698403 , 0.0564965 , 4.64517e-05 , 3.77308e-05 , 49.5743
296 , -6.63936 , 8.65152 , 0.0123014 , -0.0160172 , 0.0495214 , 0.0475468 , 3.62481e-05 , 3.35901e-05 , 25.7431
296 , -0.168017 , -0.0289017 , 0.000317648 , 6.30894e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0213254
297 , 0.106523 , -0.0998671 , -0.000188158 , 0.000208247 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 3.40323
297 , -8.19066 , 8.26669 , 0.0156404 , -0.0156856 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 15.9195
298 , 0.13164 , 0.200541 , -0.000251951 , -0.000359238 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0227803
298 , 5.84263 , -6.66462 , -0.0108457 , 0.0123753 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 5.19556
299 , 0.109189 , -0.125838 , -0.000192398 , 0.000239224 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0145639
299 , 12.5297 , -5.6608 , -0.0233624 , 0.0104033 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 48.9563
300 , -0.0924789 , 0.106381 , 0.000169532 , -0.000203742 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00832154
300 , -13.3164 , 3.4382 , 0.0244941 , -0.00638206 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.53519e-05 , 37.0933
301 , 0.0442164 , -0.18523 , -0.000100785 , 0.000343962 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0455049
301 , 9.81202 , 3.37153 , -0.0179689 , -0.00637272 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 2.49023
302 , -6.82525 , -0.599584 , 0.0128481 , 0.000649791 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 15.8206
302 , 0.148459 , 0.43956 , -0.000272329 , -0.000588878 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 12.2412
303 , -0.11557 , 0.11185 , 0.000198628 , -0.000220873 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0468029
303 , -10.0365 , 6.62575 , 0.0195286 , -0.0122864 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 21.0226
304 , 0.0831511 , -0.0939405 , -0.000167376 , 0.000166083 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.01661
304 , 11.3816 , -8.5441 , -0.0219448 , 0.015841 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 14.1212
305 , -0.0858657 , 0.00189486 , 0.000204148 , -2.36395e-06 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 2.00211
305 , 15.3428 , 0.212431 , -0.0290383 , 0.000142595 , 0.0890797 , 0.0747186 , 7.64409e-05 , 6.10824e-05 , 49.3234
306 , 3.43705 , -1.12523 , -0.00647487 , 0.00216183 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 1.60831
306 , -0.525954 , -0.120768 , 0.000981636 , 0.000238194 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0443403
307 , -11.1888 , -7.51872 , 0.0204596 , 0.0138383 , 0.0457063 , 0.0496668 , 3.1903e-05 , 3.52053e-05 , 12.0865
307 , 0.0641088 , -0.126346 , -0.000138989 , 0.00024509 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0255034
308 , 11.9314 , -13.5052 , -0.0218015 , 0.0243985 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 52.2959
308 , 0.024774 , -0.090377 , -5.56532e-05 , 0.000182128 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.017242
309 , -12.6779 , -2.69401 , 0.0232056 , 0.00304345 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 53.4527
309 , -0.0192676 , 0.151937 , 2.13521e-05 , -0.000290446 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0145313
310 , 0.0912722 , -0.106148 , -0.000161403 , 0.00019407 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0185185
310 , 12.2262 , -6.24091 , -0.0247727 , 0.0116315 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 36.1992
311 , 3.14158 , 9.38647 , -0.00572643 , -0.0186032 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 23.8342
311 , -0.0108212 , -0.161325 , 1.53424e-06 , 0.000309742 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0406052
312 , 0.0824099 , 0.0945376 , -0.00017048 , -0.000174755 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0532141
312 , -5.8771 , 10.8127 , 0.0105694 , -0.0212308 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 41.7404
313 , -0.058116 , 0.130513 , 0.00010044 , -0.000241992 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00751661
313 , 6.20051 , -11.8728 , -0.0109663 , 0.0233061 , 0.0890797 , 0.0747186 , 7.64409e-05 , 6.10824e-05 , 64.7664
314 , -0.186121 , 0.170185 , 0.000358105 , -0.000317532 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00708531
314 , -2.63566 , 7.59114 , 0.00487281 , -0.0137335 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.53519e-05 , 16.1209
315 , 0.493617 , -8.32227 , -0.000216176 , 0.0155414 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 41.8283
315 , 0.224494 , -0.0529536 , -0.000418634 , 0.000123724 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.145563
317 , -6.22776 , 3.1346 , 0.0114063 , -0.00596449 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 7.2579
317 , -0.231129 , 0.158184 , 0.000440485 , -0.000303647 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0117532
318 , 0.521904 , -0.476742 , -0.000975871 , 0.000882924 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0974908
318 , -1.18031 , 2.28993 , 0.00235542 , -0.00430503 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0518443
319 , 3.26256 , 4.85401 , -0.00604098 , -0.00908405 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 3.43869
319 , 0.352554 , 0.0666238 , -0.00064349 , -0.000117307 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0115503
320 , -0.0659367 , -0.104463 , 0.000119781 , 0.000193633 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00957733
320 , -3.05122 , -18.2399 , 0.00564385 , 0.0314287 , 0.103896 , 0.07557 , 9.30247e-05 , 4.91444e-05 , 12.565
322 , -0.33121 , -0.0235546 , 0.000375798 , 6.2345e-05 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 49.5989
322 , -2.48879 , -12.6723 , 0.00225451 , 0.0232631 , 0.0719046 , 0.0504576 , 4.8076e-05 , 3.5773e-05 , 65.6449
323 , 0.054251 , 0.11823 , -9.90398e-05 , -0.000213141 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00575
323 , 15.9899 , 1.75337 , -0.0291145 , -0.00404233 , 0.0496204 , 0.0736781 , 3.63903e-05 , 5.99289e-05 , 17.9385
324 , -2.31505 , -5.1278 , 0.00415286 , 0.0100234 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 20.4519
324 , 0.0856576 , 0.331565 , -0.000145436 , -0.000616277 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0137075
325 , -1.68973 , 7.3244 , 0.00338158 , -0.0136023 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 15.1673
325 , 0.233368 , 0.079778 , -0.000442273 , -0.000137271 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.00286036
326 , 2.68928 , 14.0465 , -0.00464739 , -0.0264438 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 56.65
326 , -0.0808905 , -0.104245 , 0.000162334 , 0.000184787 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0317421
327 , 0.0844739 , -0.134063 , -0.000161221 , 0.000249502 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0249008
327 , -12.0682 , -10.5068 , 0.019915 , 0.019458 , 0.069145 , 0.073775 , 4.71659e-05 , 5.99641e-05 , 40.1896
328 , 0.128549 , -0.152906 , -0.000230072 , 0.000292741 , 0.0495878 , 0.0497348 , 3.63261e-05 , 3.5262e-05 , 0.0125917
328 , -0.298409 , 10.8341 , 0.000813281 , -0.0197391 , 0.0876967 , 0.0497756 , 7.50093e-05 , 3.5352e-05 , 23.4689
