nEvent , hitPos, hitType, layerZ, layerIndex, trackID 
206 , 5.95232e-06 , 1 , -16 , 0 , 0
206 , 3.84695e-07 , 0 , -21 , 1 , 0
206 , 0.000653829 , 1 , 131 , 2 , 0
206 , -0.000875256 , 0 , 151 , 3 , 0
206 , 0.00148429 , 1 , 477 , 4 , 0
206 , -0.0039366 , 0 , 497 , 5 , 0
206 , -0.470203 , 1 , 832 , 6 , 2
206 , 0.256093 , 1 , 832 , 6 , 1
206 , -2.32183 , 0 , 843.7 , 7 , 2
206 , 0.0884431 , 0 , 843.7 , 7 , 1
206 , -0.974701 , 1 , 1146 , 8 , 2
206 , 0.523309 , 1 , 1146 , 8 , 1
206 , -4.59755 , 0 , 1141 , 9 , 2
206 , 0.172163 , 0 , 1141 , 9 , 1
206 , -4.66218 , 2 , 1252.7 , 10 , 2
206 , 0.577567 , 2 , 1252.7 , 10 , 1
206 , -5.54257 , 0 , 1266 , 11 , 2
206 , 0.205839 , 0 , 1266 , 11 , 1
206 , -1.52041 , 1 , 1479.6 , 12 , 2
206 , 0.807969 , 1 , 1479.6 , 12 , 1
206 , -3.94152 , 3 , 1467.4 , 13 , 2
206 , -0.38064 , 3 , 1467.4 , 13 , 1
206 , -2.3262 , 1 , 1973 , 14 , 2
206 , 1.23304 , 1 , 1973 , 14 , 1
206 , -10.8492 , 0 , 1960 , 15 , 2
206 , 0.390532 , 0 , 1960 , 15 , 1
207 , 1.41195e-05 , 1 , -16 , 0 , 0
207 , 2.4119e-07 , 0 , -21 , 1 , 0
207 , 0.00121908 , 1 , 131 , 2 , 0
207 , 2.4419e-05 , 0 , 151 , 3 , 0
207 , 0.00598696 , 1 , 477 , 4 , 0
207 , -9.9516e-05 , 0 , 497 , 5 , 0
207 , -8.05278 , 1 , 832 , 6 , 2
207 , 0.0471233 , 1 , 832 , 6 , 1
207 , -0.642425 , 0 , 843.7 , 7 , 2
207 , 0.0569098 , 0 , 843.7 , 7 , 1
207 , -16.5285 , 1 , 1146 , 8 , 2
207 , 0.0957841 , 1 , 1146 , 8 , 1
207 , -0.898325 , 0 , 1141 , 9 , 2
207 , 0.111853 , 0 , 1141 , 9 , 1
207 , -14.4805 , 2 , 1252.7 , 10 , 2
207 , 0.175165 , 2 , 1252.7 , 10 , 1
207 , -0.985143 , 0 , 1266 , 11 , 2
207 , 0.136534 , 0 , 1266 , 11 , 1
207 , -25.8694 , 1 , 1479.6 , 12 , 2
207 , 0.152932 , 1 , 1479.6 , 12 , 1
207 , 17.2481 , 3 , 1467.4 , 13 , 2
207 , 0.0177729 , 3 , 1467.4 , 13 , 1
207 , -38.4792 , 1 , 1973 , 14 , 2
207 , 0.238062 , 1 , 1973 , 14 , 1
207 , -2.37572 , 0 , 1960 , 15 , 2
207 , 0.271478 , 0 , 1960 , 15 , 1
208 , -8.803e-06 , 1 , -16 , 0 , 0
208 , 2.76404e-07 , 0 , -21 , 1 , 0
208 , 0.00132137 , 1 , 131 , 2 , 0
208 , 0.000730823 , 0 , 151 , 3 , 0
208 , 0.00131201 , 1 , 477 , 4 , 0
208 , 0.00126869 , 0 , 497 , 5 , 0
208 , -2.87324 , 1 , 832 , 6 , 2
208 , 0.0996578 , 1 , 832 , 6 , 1
208 , 2.66673 , 0 , 843.7 , 7 , 2
208 , 0.124493 , 0 , 843.7 , 7 , 1
208 , -5.90645 , 1 , 1146 , 8 , 2
208 , 0.208959 , 1 , 1146 , 8 , 1
208 , 5.16062 , 0 , 1141 , 9 , 2
208 , 0.246213 , 0 , 1141 , 9 , 1
208 , -0.58829 , 2 , 1252.7 , 10 , 2
208 , 0.379625 , 2 , 1252.7 , 10 , 1
208 , 6.20875 , 0 , 1266 , 11 , 2
208 , 0.295796 , 0 , 1266 , 11 , 1
208 , -9.12776 , 1 , 1479.6 , 12 , 2
208 , 0.327169 , 1 , 1479.6 , 12 , 1
208 , 11.9646 , 3 , 1467.4 , 13 , 2
208 , 0.0373014 , 3 , 1467.4 , 13 , 1
208 , -13.8776 , 1 , 1973 , 14 , 2
208 , 0.502522 , 1 , 1973 , 14 , 1
208 , 12.1893 , 0 , 1960 , 15 , 2
208 , 0.571017 , 0 , 1960 , 15 , 1
209 , 2.80601e-05 , 1 , -16 , 0 , 0
209 , -1.67699e-07 , 0 , -21 , 1 , 0
209 , 0.00259629 , 1 , 131 , 2 , 0
209 , -0.000743063 , 0 , 151 , 3 , 0
209 , 0.00583071 , 1 , 477 , 4 , 0
209 , -0.00243957 , 0 , 497 , 5 , 0
209 , 6.26671 , 1 , 832 , 6 , 2
209 , 0.0977919 , 1 , 832 , 6 , 1
209 , 0.877348 , 0 , 843.7 , 7 , 2
209 , -0.0123847 , 0 , 843.7 , 7 , 1
209 , 12.845 , 1 , 1146 , 8 , 2
209 , 0.203542 , 1 , 1146 , 8 , 1
209 , 1.72188 , 0 , 1141 , 9 , 2
209 , -0.0225912 , 0 , 1141 , 9 , 1
209 , 12.1 , 2 , 1252.7 , 10 , 2
209 , 0.151792 , 2 , 1252.7 , 10 , 1
209 , 2.1171 , 0 , 1266 , 11 , 2
209 , -0.025778 , 0 , 1266 , 11 , 1
209 , 19.7669 , 1 , 1479.6 , 12 , 2
209 , 0.319909 , 1 , 1479.6 , 12 , 1
209 , -11.8321 , 3 , 1467.4 , 13 , 2
209 , -0.2448 , 3 , 1467.4 , 13 , 1
209 , 29.8471 , 1 , 1973 , 14 , 2
209 , 0.493268 , 1 , 1973 , 14 , 1
209 , 4.53778 , 0 , 1960 , 15 , 2
209 , -0.0451596 , 0 , 1960 , 15 , 1
210 , -1.5235e-06 , 1 , -16 , 0 , 0
210 , -2.09098e-07 , 0 , -21 , 1 , 0
210 , 0.000128566 , 1 , 131 , 2 , 0
210 , 0.000215396 , 0 , 151 , 3 , 0
210 , 0.00188858 , 1 , 477 , 4 , 0
210 , 0.000512309 , 0 , 497 , 5 , 0
210 , 4.80867 , 1 , 832 , 6 , 2
210 , 0.0713339 , 1 , 832 , 6 , 1
210 , -7.20717 , 0 , 843.7 , 7 , 2
210 , -0.0127531 , 0 , 843.7 , 7 , 1
210 , 9.60533 , 1 , 1146 , 8 , 2
210 , 0.146613 , 1 , 1146 , 8 , 1
210 , -14.4294 , 0 , 1141 , 9 , 2
210 , -0.0246955 , 0 , 1141 , 9 , 1
210 , -4.1434 , 2 , 1252.7 , 10 , 2
210 , 0.100534 , 2 , 1252.7 , 10 , 1
210 , -17.3967 , 0 , 1266 , 11 , 2
210 , -0.0299383 , 0 , 1266 , 11 , 1
210 , 14.7153 , 1 , 1479.6 , 12 , 2
210 , 0.224701 , 1 , 1479.6 , 12 , 1
210 , -25.8827 , 3 , 1467.4 , 13 , 2
210 , -0.185688 , 3 , 1467.4 , 13 , 1
210 , 22.4565 , 1 , 1973 , 14 , 2
210 , 0.343794 , 1 , 1973 , 14 , 1
210 , -33.2517 , 0 , 1960 , 15 , 2
210 , -0.0616998 , 0 , 1960 , 15 , 1
211 , 7.94219e-06 , 1 , -16 , 0 , 0
211 , -2.4729e-07 , 0 , -21 , 1 , 0
211 , 0.000838 , 1 , 131 , 2 , 0
211 , 0.000115928 , 0 , 151 , 3 , 0
211 , -0.000862464 , 1 , 477 , 4 , 0
211 , 0.00755699 , 0 , 497 , 5 , 0
211 , -3.32622 , 1 , 832 , 6 , 2
211 , 0.164056 , 1 , 832 , 6 , 1
211 , 1.34392 , 0 , 843.7 , 7 , 2
211 , -0.0202097 , 0 , 843.7 , 7 , 1
211 , -6.80799 , 1 , 1146 , 8 , 2
211 , 0.336074 , 1 , 1146 , 8 , 1
211 , 2.55687 , 0 , 1141 , 9 , 2
211 , -0.035212 , 0 , 1141 , 9 , 1
211 , -3.5366 , 2 , 1252.7 , 10 , 2
211 , 0.249698 , 2 , 1252.7 , 10 , 1
211 , 3.04007 , 0 , 1266 , 11 , 2
211 , -0.0414432 , 0 , 1266 , 11 , 1
211 , -10.5317 , 1 , 1479.6 , 12 , 2
211 , 0.520902 , 1 , 1479.6 , 12 , 1
211 , 10.0719 , 3 , 1467.4 , 13 , 2
211 , -0.401041 , 3 , 1467.4 , 13 , 1
211 , -16.1452 , 1 , 1973 , 14 , 2
211 , 0.795759 , 1 , 1973 , 14 , 1
211 , 5.80335 , 0 , 1960 , 15 , 2
211 , -0.0853314 , 0 , 1960 , 15 , 1
212 , 2.80304e-07 , 1 , -16 , 0 , 0
212 , -9.47689e-07 , 0 , -21 , 1 , 0
212 , 0.00100777 , 1 , 131 , 2 , 0
212 , -0.000621117 , 0 , 151 , 3 , 0
212 , -0.00668653 , 1 , 477 , 4 , 0
212 , -0.00505141 , 0 , 497 , 5 , 0
212 , 9.44037 , 1 , 832 , 6 , 2
212 , -0.0562618 , 1 , 832 , 6 , 1
212 , 0.421053 , 0 , 843.7 , 7 , 2
212 , 0.0479513 , 0 , 843.7 , 7 , 1
212 , 19.3092 , 1 , 1146 , 8 , 2
212 , -0.114113 , 1 , 1146 , 8 , 1
212 , 0.644842 , 0 , 1141 , 9 , 2
212 , 0.0951719 , 0 , 1141 , 9 , 1
212 , 16.6413 , 2 , 1252.7 , 10 , 2
212 , -0.0154368 , 2 , 1252.7 , 10 , 1
212 , 0.637828 , 0 , 1266 , 11 , 2
212 , 0.115355 , 0 , 1266 , 11 , 1
212 , 30.6655 , 1 , 1479.6 , 12 , 2
212 , -0.180748 , 1 , 1479.6 , 12 , 1
212 , -20.9596 , 3 , 1467.4 , 13 , 2
212 , 0.231668 , 3 , 1467.4 , 13 , 1
212 , 47.3923 , 1 , 1973 , 14 , 2
212 , -0.286251 , 1 , 1973 , 14 , 1
212 , 1.21263 , 0 , 1960 , 15 , 2
212 , 0.233401 , 0 , 1960 , 15 , 1
213 , -1.92556e-05 , 1 , -16 , 0 , 0
213 , 5.46247e-07 , 0 , -21 , 1 , 0
213 , -0.000642611 , 1 , 131 , 2 , 0
213 , 0.00390081 , 0 , 151 , 3 , 0
213 , -0.0599022 , 1 , 477 , 4 , 0
213 , 0.0546781 , 0 , 497 , 5 , 0
213 , 1.69942 , 1 , 832 , 6 , 2
213 , 0.0170999 , 1 , 832 , 6 , 1
213 , 8.49667 , 0 , 843.7 , 7 , 2
213 , 0.0737906 , 0 , 843.7 , 7 , 1
213 , 3.86756 , 1 , 1146 , 8 , 2
213 , 0.0329868 , 1 , 1146 , 8 , 1
213 , 18.0235 , 0 , 1141 , 9 , 2
213 , 0.147466 , 0 , 1141 , 9 , 1
213 , 18.5781 , 2 , 1252.7 , 10 , 2
213 , 0.151454 , 2 , 1252.7 , 10 , 1
213 , 22.0662 , 0 , 1266 , 11 , 2
213 , 0.178526 , 0 , 1266 , 11 , 1
213 , 6.54624 , 1 , 1479.6 , 12 , 2
213 , 0.0534951 , 1 , 1479.6 , 12 , 1
213 , 15.7996 , 3 , 1467.4 , 13 , 2
213 , 0.124368 , 3 , 1467.4 , 13 , 1
213 , 11.3376 , 1 , 1973 , 14 , 2
213 , 0.0844079 , 1 , 1973 , 14 , 1
213 , 45.173 , 0 , 1960 , 15 , 2
213 , 0.352345 , 0 , 1960 , 15 , 1
214 , -3.89532e-05 , 1 , -16 , 0 , 0
214 , -2.53334e-07 , 0 , -21 , 1 , 0
214 , -0.00246737 , 1 , 131 , 2 , 0
214 , 0.000390431 , 0 , 151 , 3 , 0
214 , -0.0044556 , 1 , 477 , 4 , 0
214 , -0.000641467 , 0 , 497 , 5 , 0
214 , -8.2178 , 1 , 832 , 6 , 2
214 , 0.0606805 , 1 , 832 , 6 , 1
214 , 2.10634 , 0 , 843.7 , 7 , 2
214 , -0.03515 , 0 , 843.7 , 7 , 1
214 , -16.7676 , 1 , 1146 , 8 , 2
214 , 0.124834 , 1 , 1146 , 8 , 1
214 , 4.01702 , 0 , 1141 , 9 , 2
214 , -0.0697723 , 0 , 1141 , 9 , 1
214 , -10.515 , 2 , 1252.7 , 10 , 2
214 , 0.0438837 , 2 , 1252.7 , 10 , 1
214 , 4.76933 , 0 , 1266 , 11 , 2
214 , -0.0854077 , 0 , 1266 , 11 , 1
214 , -26.2164 , 1 , 1479.6 , 12 , 2
214 , 0.187088 , 1 , 1479.6 , 12 , 1
214 , 22.3398 , 3 , 1467.4 , 13 , 2
214 , -0.209038 , 3 , 1467.4 , 13 , 1
214 , -41.2097 , 1 , 1973 , 14 , 2
214 , 0.275763 , 1 , 1973 , 14 , 1
214 , 7.59467 , 0 , 1960 , 15 , 2
214 , -0.173465 , 0 , 1960 , 15 , 1
215 , -6.06248e-06 , 1 , -16 , 0 , 0
215 , -2.04152e-07 , 0 , -21 , 1 , 0
215 , 0.000622503 , 1 , 131 , 2 , 0
215 , 0.000248959 , 0 , 151 , 3 , 0
215 , 0.000938324 , 1 , 477 , 4 , 0
215 , 0.00130766 , 0 , 497 , 5 , 0
215 , -0.151167 , 1 , 832 , 6 , 2
215 , 0.0042042 , 1 , 832 , 6 , 1
215 , -6.14946 , 0 , 843.7 , 7 , 2
215 , 0.10759 , 0 , 843.7 , 7 , 1
215 , -0.205033 , 1 , 1146 , 8 , 2
215 , 0.00856479 , 1 , 1146 , 8 , 1
215 , -11.9624 , 0 , 1141 , 9 , 2
215 , 0.210823 , 0 , 1141 , 9 , 1
215 , -10.1511 , 2 , 1252.7 , 10 , 2
215 , 0.182982 , 2 , 1252.7 , 10 , 1
215 , -14.369 , 0 , 1266 , 11 , 2
215 , 0.254031 , 0 , 1266 , 11 , 1
215 , -0.083597 , 1 , 1479.6 , 12 , 2
215 , 0.0109499 , 1 , 1479.6 , 12 , 1
215 , -12.9052 , 3 , 1467.4 , 13 , 2
215 , 0.221223 , 3 , 1467.4 , 13 , 1
215 , 0.54915 , 1 , 1973 , 14 , 2
215 , 0.0143927 , 1 , 1973 , 14 , 1
215 , -28.1914 , 0 , 1960 , 15 , 2
215 , 0.499443 , 0 , 1960 , 15 , 1
216 , -5.22113e-05 , 1 , -16 , 0 , 0
216 , 7.36466e-07 , 0 , -21 , 1 , 0
216 , -0.000871681 , 1 , 131 , 2 , 0
216 , 0.00166667 , 0 , 151 , 3 , 0
216 , -0.00732365 , 1 , 477 , 4 , 0
216 , 0.00480732 , 0 , 497 , 5 , 0
216 , 3.42058 , 1 , 832 , 6 , 2
216 , -0.162412 , 1 , 832 , 6 , 1
216 , 1.13549 , 0 , 843.7 , 7 , 2
216 , -0.0508881 , 0 , 843.7 , 7 , 1
216 , 6.95314 , 1 , 1146 , 8 , 2
216 , -0.331395 , 1 , 1146 , 8 , 1
216 , 2.27255 , 0 , 1141 , 9 , 2
216 , -0.0984034 , 0 , 1141 , 9 , 1
216 , 7.67055 , 2 , 1252.7 , 10 , 2
216 , -0.357461 , 2 , 1252.7 , 10 , 1
216 , 2.74897 , 0 , 1266 , 11 , 2
216 , -0.119397 , 0 , 1266 , 11 , 1
216 , 10.7106 , 1 , 1479.6 , 12 , 2
216 , -0.507855 , 1 , 1479.6 , 12 , 1
216 , -4.95537 , 3 , 1467.4 , 13 , 2
216 , 0.245133 , 3 , 1467.4 , 13 , 1
216 , 16.3003 , 1 , 1973 , 14 , 2
216 , -0.76504 , 1 , 1973 , 14 , 1
216 , 5.57705 , 0 , 1960 , 15 , 2
216 , -0.243261 , 0 , 1960 , 15 , 1
217 , 6.10828e-05 , 1 , -16 , 0 , 0
217 , -3.31 , 1 , -16 , 0 , 1206
217 , -2.34166e-07 , 0 , -21 , 1 , 0
217 , -0.0105004 , 0 , -21 , 1 , 1206
217 , 0.00200927 , 1 , 131 , 2 , 0
217 , -0.00146242 , 0 , 151 , 3 , 0
217 , 0.00354563 , 1 , 477 , 4 , 0
217 , -0.00593028 , 0 , 497 , 5 , 0
217 , 0.21097 , 1 , 832 , 6 , 2
217 , -0.0385049 , 1 , 832 , 6 , 1
217 , 4.76996 , 0 , 843.7 , 7 , 2
217 , -0.133017 , 0 , 843.7 , 7 , 1
217 , 0.310033 , 1 , 1146 , 8 , 2
217 , -0.0800004 , 1 , 1146 , 8 , 1
217 , 9.38957 , 0 , 1141 , 9 , 2
217 , -0.262563 , 0 , 1141 , 9 , 1
217 , 8.08782 , 2 , 1252.7 , 10 , 2
217 , -0.284865 , 2 , 1252.7 , 10 , 1
217 , 11.3352 , 0 , 1266 , 11 , 2
217 , -0.315237 , 0 , 1266 , 11 , 1
217 , 0.303409 , 1 , 1479.6 , 12 , 2
217 , -0.124482 , 1 , 1479.6 , 12 , 1
217 , 10.0488 , 3 , 1467.4 , 13 , 2
217 , -0.196389 , 3 , 1467.4 , 13 , 1
217 , 0.451201 , 1 , 1973 , 14 , 2
217 , -0.189182 , 1 , 1973 , 14 , 1
217 , 22.3061 , 0 , 1960 , 15 , 2
217 , -0.605763 , 0 , 1960 , 15 , 1
218 , 1.77385e-06 , 1 , -16 , 0 , 0
218 , 3.37954e-07 , 0 , -21 , 1 , 0
218 , -0.000138986 , 1 , 131 , 2 , 0
218 , -0.000864725 , 0 , 151 , 3 , 0
218 , -0.00404697 , 1 , 477 , 4 , 0
218 , -0.000189502 , 0 , 497 , 5 , 0
218 , 7.32152 , 1 , 832 , 6 , 2
218 , 0.060055 , 1 , 832 , 6 , 1
218 , 1.64412 , 0 , 843.7 , 7 , 2
218 , 0.0618077 , 0 , 843.7 , 7 , 1
218 , 15.1236 , 1 , 1146 , 8 , 2
218 , 0.121652 , 1 , 1146 , 8 , 1
218 , 3.2074 , 0 , 1141 , 9 , 2
218 , 0.124288 , 0 , 1141 , 9 , 1
218 , 15.1586 , 2 , 1252.7 , 10 , 2
218 , 0.204534 , 2 , 1252.7 , 10 , 1
218 , 3.88677 , 0 , 1266 , 11 , 2
218 , 0.150377 , 0 , 1266 , 11 , 1
218 , 22.8141 , 1 , 1479.6 , 12 , 2
218 , 0.186913 , 1 , 1479.6 , 12 , 1
218 , -12.3713 , 3 , 1467.4 , 13 , 2
218 , 0.00822168 , 3 , 1467.4 , 13 , 1
218 , 33.918 , 1 , 1973 , 14 , 2
218 , 0.283213 , 1 , 1973 , 14 , 1
218 , 8.23497 , 0 , 1960 , 15 , 2
218 , 0.306402 , 0 , 1960 , 15 , 1
219 , -1.72195e-05 , 1 , -16 , 0 , 0
219 , -2.15347e-07 , 0 , -21 , 1 , 0
219 , -0.00140555 , 1 , 131 , 2 , 0
219 , 4.7482e-05 , 0 , 151 , 3 , 0
219 , -0.00311989 , 1 , 477 , 4 , 0
219 , -0.00130337 , 0 , 497 , 5 , 0
219 , 0.602129 , 1 , 832 , 6 , 2
219 , 0.203338 , 1 , 832 , 6 , 1
219 , -1.65729 , 0 , 843.7 , 7 , 2
219 , 0.304428 , 0 , 843.7 , 7 , 1
219 , 1.20043 , 1 , 1146 , 8 , 2
219 , 0.415468 , 1 , 1146 , 8 , 1
219 , -3.20933 , 0 , 1141 , 9 , 2
219 , 0.591878 , 0 , 1141 , 9 , 1
219 , -1.69805 , 2 , 1252.7 , 10 , 2
219 , 0.838739 , 2 , 1252.7 , 10 , 1
219 , -3.86863 , 0 , 1266 , 11 , 2
219 , 0.712036 , 0 , 1266 , 11 , 1
219 , 1.82403 , 1 , 1479.6 , 12 , 2
219 , 0.640476 , 1 , 1479.6 , 12 , 1
219 , -4.76152 , 3 , 1467.4 , 13 , 2
219 , 0.192202 , 3 , 1467.4 , 13 , 1
219 , 2.78676 , 1 , 1973 , 14 , 2
219 , 0.974673 , 1 , 1973 , 14 , 1
219 , -7.5422 , 0 , 1960 , 15 , 2
219 , 1.37527 , 0 , 1960 , 15 , 1
220 , 1.40911e-05 , 1 , -16 , 0 , 0
220 , 3e-07 , 0 , -21 , 1 , 0
220 , -0.000737154 , 1 , 131 , 2 , 0
220 , -0.00172049 , 0 , 151 , 3 , 0
220 , -0.00478814 , 1 , 477 , 4 , 0
220 , -0.00602011 , 0 , 497 , 5 , 0
220 , -6.6045 , 1 , 832 , 6 , 2
220 , 0.0647757 , 1 , 832 , 6 , 1
220 , 5.35542 , 0 , 843.7 , 7 , 2
220 , 0.0272861 , 0 , 843.7 , 7 , 1
220 , -13.3928 , 1 , 1146 , 8 , 2
220 , 0.130069 , 1 , 1146 , 8 , 1
220 , 10.4008 , 0 , 1141 , 9 , 2
220 , 0.0558336 , 0 , 1141 , 9 , 1
220 , -2.34158 , 2 , 1252.7 , 10 , 2
220 , 0.15594 , 2 , 1252.7 , 10 , 1
220 , 12.4379 , 0 , 1266 , 11 , 2
220 , 0.0695272 , 0 , 1266 , 11 , 1
220 , -20.0947 , 1 , 1479.6 , 12 , 2
220 , 0.200875 , 1 , 1479.6 , 12 , 1
220 , 25.1198 , 3 , 1467.4 , 13 , 2
220 , -0.0742226 , 3 , 1467.4 , 13 , 1
220 , -29.8957 , 1 , 1973 , 14 , 2
220 , 0.304339 , 1 , 1973 , 14 , 1
220 , 23.0468 , 0 , 1960 , 15 , 2
220 , 0.154813 , 0 , 1960 , 15 , 1
221 , 3.32325e-05 , 1 , -16 , 0 , 0
221 , 7.026e-08 , 0 , -21 , 1 , 0
221 , 0.00102525 , 1 , 131 , 2 , 0
221 , 0.000264353 , 0 , 151 , 3 , 0
221 , 0.00437675 , 1 , 477 , 4 , 0
221 , 0.00109747 , 0 , 497 , 5 , 0
221 , 6.53703 , 1 , 832 , 6 , 2
221 , 0.0689756 , 1 , 832 , 6 , 1
221 , -6.06655 , 0 , 843.7 , 7 , 2
221 , -0.00138078 , 0 , 843.7 , 7 , 1
221 , 12.8319 , 1 , 1146 , 8 , 2
221 , 0.141122 , 1 , 1146 , 8 , 1
221 , -12.0499 , 0 , 1141 , 9 , 2
221 , -0.00345048 , 0 , 1141 , 9 , 1
221 , 0.605358 , 2 , 1252.7 , 10 , 2
221 , 0.113351 , 2 , 1252.7 , 10 , 1
221 , -14.4684 , 0 , 1266 , 11 , 2
221 , -0.00517942 , 0 , 1266 , 11 , 1
221 , 19.8295 , 1 , 1479.6 , 12 , 2
221 , 0.219684 , 1 , 1479.6 , 12 , 1
221 , -26.8015 , 3 , 1467.4 , 13 , 2
221 , -0.158019 , 3 , 1467.4 , 13 , 1
221 , 30.4501 , 1 , 1973 , 14 , 2
221 , 0.333564 , 1 , 1973 , 14 , 1
221 , -28.3763 , 0 , 1960 , 15 , 2
221 , -0.0118524 , 0 , 1960 , 15 , 1
222 , -5.28152e-05 , 1 , -16 , 0 , 0
222 , 2.72888e-07 , 0 , -21 , 1 , 0
222 , -0.00133489 , 1 , 131 , 2 , 0
222 , -0.000229605 , 0 , 151 , 3 , 0
222 , -0.00398757 , 1 , 477 , 4 , 0
222 , -0.00169339 , 0 , 497 , 5 , 0
222 , -7.97331 , 1 , 832 , 6 , 2
222 , 0.0674044 , 1 , 832 , 6 , 1
222 , 6.08421 , 0 , 843.7 , 7 , 2
222 , -0.0107918 , 0 , 843.7 , 7 , 1
222 , -16.7974 , 1 , 1146 , 8 , 2
222 , 0.137672 , 1 , 1146 , 8 , 1
222 , 11.8922 , 0 , 1141 , 9 , 2
222 , -0.0203107 , 0 , 1141 , 9 , 1
222 , -3.97989 , 2 , 1252.7 , 10 , 2
222 , 0.0967041 , 2 , 1252.7 , 10 , 1
222 , 14.3589 , 0 , 1266 , 11 , 2
222 , 14.3576 , 0 , 1266 , 11 , 3
222 , -0.0242298 , 0 , 1266 , 11 , 1
222 , -25.6338 , 1 , 1479.6 , 12 , 2
222 , 0.209765 , 1 , 1479.6 , 12 , 1
222 , 31.0486 , 3 , 1467.4 , 13 , 2
222 , -0.165951 , 3 , 1467.4 , 13 , 1
222 , -38.7007 , 1 , 1973 , 14 , 2
222 , 0.316251 , 1 , 1973 , 14 , 1
222 , 29.1332 , 0 , 1960 , 15 , 2
222 , -0.037458 , 0 , 1960 , 15 , 1
223 , -2.76702e-05 , 1 , -16 , 0 , 0
223 , -1.56984e-07 , 0 , -21 , 1 , 0
223 , -0.000842546 , 1 , 131 , 2 , 0
223 , -0.000542839 , 0 , 151 , 3 , 0
223 , -0.00544 , 1 , 477 , 4 , 0
223 , -0.00017604 , 0 , 497 , 5 , 0
223 , 4.18222 , 1 , 832 , 6 , 2
223 , 0.0315063 , 1 , 832 , 6 , 1
223 , 5.40255 , 0 , 843.7 , 7 , 2
223 , 0.0901904 , 0 , 843.7 , 7 , 1
223 , 8.35992 , 1 , 1146 , 8 , 2
223 , 0.0627259 , 1 , 1146 , 8 , 1
223 , 10.4937 , 0 , 1141 , 9 , 2
223 , 0.178606 , 0 , 1141 , 9 , 1
223 , 15.6484 , 2 , 1252.7 , 10 , 2
223 , 0.202267 , 2 , 1252.7 , 10 , 1
223 , 12.6765 , 0 , 1266 , 11 , 2
223 , 0.217235 , 0 , 1266 , 11 , 1
223 , 13.8296 , 1 , 1479.6 , 12 , 2
223 , 0.0953798 , 1 , 1479.6 , 12 , 1
223 , 2.18232 , 3 , 1467.4 , 13 , 2
223 , 0.131751 , 3 , 1467.4 , 13 , 1
223 , 23.1892 , 1 , 1973 , 14 , 2
223 , 0.147737 , 1 , 1973 , 14 , 1
223 , 23.7578 , 0 , 1960 , 15 , 2
223 , 0.433987 , 0 , 1960 , 15 , 1
224 , 7.59528e-06 , 1 , -16 , 0 , 0
224 , -2.5486e-07 , 0 , -21 , 1 , 0
224 , 0.000267552 , 1 , 131 , 2 , 0
224 , -0.000179286 , 0 , 151 , 3 , 0
224 , 0.00186774 , 1 , 477 , 4 , 0
224 , -9.24778e-05 , 0 , 497 , 5 , 0
224 , -4.55573 , 1 , 832 , 6 , 2
224 , -0.0549959 , 1 , 832 , 6 , 1
224 , 6.33209 , 0 , 843.7 , 7 , 2
224 , -0.0608168 , 0 , 843.7 , 7 , 1
224 , -9.33974 , 1 , 1146 , 8 , 2
224 , -0.115166 , 1 , 1146 , 8 , 1
224 , 12.268 , 0 , 1141 , 9 , 2
224 , -0.118517 , 0 , 1141 , 9 , 1
224 , 2.50807 , 2 , 1252.7 , 10 , 2
224 , -0.193725 , 2 , 1252.7 , 10 , 1
224 , 14.7583 , 0 , 1266 , 11 , 2
224 , -0.142974 , 0 , 1266 , 11 , 1
224 , -14.2034 , 1 , 1479.6 , 12 , 2
224 , -0.170743 , 1 , 1479.6 , 12 , 1
224 , 23.3044 , 3 , 1467.4 , 13 , 2
224 , -0.0136127 , 3 , 1467.4 , 13 , 1
224 , -21.2881 , 1 , 1973 , 14 , 2
224 , -0.252009 , 1 , 1973 , 14 , 1
224 , 29.0356 , 0 , 1960 , 15 , 2
224 , -0.304728 , 0 , 1960 , 15 , 1
225 , -2.74345e-05 , 1 , -16 , 0 , 0
225 , -2.42779e-07 , 0 , -21 , 1 , 0
225 , -0.00152346 , 1 , 131 , 2 , 0
225 , -0.00187075 , 0 , 151 , 3 , 0
225 , -0.00083332 , 1 , 477 , 4 , 0
225 , -0.00499509 , 0 , 497 , 5 , 0
225 , 4.15079 , 1 , 832 , 6 , 2
225 , 0.0553205 , 1 , 832 , 6 , 1
225 , -8.27866 , 0 , 843.7 , 7 , 2
225 , 0.0347443 , 0 , 843.7 , 7 , 1
225 , 8.4406 , 1 , 1146 , 8 , 2
225 , 0.11445 , 1 , 1146 , 8 , 1
225 , -16.3242 , 0 , 1141 , 9 , 2
225 , 0.0645765 , 0 , 1141 , 9 , 1
225 , -6.75694 , 2 , 1252.7 , 10 , 2
225 , 0.148736 , 2 , 1252.7 , 10 , 1
225 , -19.5866 , 0 , 1266 , 11 , 2
225 , 0.0765416 , 0 , 1266 , 11 , 1
225 , 12.5075 , 1 , 1479.6 , 12 , 2
225 , 0.18006 , 1 , 1479.6 , 12 , 1
225 , -26.3932 , 3 , 1467.4 , 13 , 2
225 , -0.0574634 , 3 , 1467.4 , 13 , 1
225 , 18.7783 , 1 , 1973 , 14 , 2
225 , 0.281837 , 1 , 1973 , 14 , 1
225 , -38.1311 , 0 , 1960 , 15 , 2
