nEvent , hitPos, hitType, layerZ, layerIndex, trackID 
1 , 2.8262e-05 , 1 , -16 , 0 , 0
1 , -9.03268e-07 , 0 , -21 , 1 , 0
1 , 0.00195689 , 1 , 131 , 2 , 0
1 , -0.00132902 , 0 , 151 , 3 , 0
1 , 0.0102005 , 1 , 477 , 4 , 0
1 , -0.00401329 , 0 , 497 , 5 , 0
1 , 0.693662 , 1 , 832 , 6 , 2
1 , -0.0550325 , 1 , 832 , 6 , 1
1 , 4.25123 , 0 , 843.7 , 7 , 2
1 , -0.135329 , 0 , 843.7 , 7 , 1
1 , 1.35398 , 1 , 1146 , 8 , 2
1 , -0.111435 , 1 , 1146 , 8 , 1
1 , 8.25428 , 0 , 1141 , 9 , 2
1 , -0.263385 , 0 , 1141 , 9 , 1
1 , 7.97482 , 2 , 1252.7 , 10 , 2
1 , -0.313102 , 2 , 1252.7 , 10 , 1
1 , 9.90609 , 0 , 1266 , 11 , 2
1 , -0.318151 , 0 , 1266 , 11 , 1
1 , 2.02503 , 1 , 1479.6 , 12 , 2
1 , -0.17055 , 1 , 1479.6 , 12 , 1
1 , 7.47822 , 3 , 1467.4 , 13 , 2
1 , -0.167975 , 3 , 1467.4 , 13 , 1
1 , 2.88742 , 1 , 1973 , 14 , 2
1 , -0.257709 , 1 , 1973 , 14 , 1
1 , 18.9976 , 0 , 1960 , 15 , 2
1 , -0.624533 , 0 , 1960 , 15 , 1
2 , -1.78647e-05 , 1 , -16 , 0 , 0
2 , 4.83394e-07 , 0 , -21 , 1 , 0
2 , -0.000375065 , 1 , 131 , 2 , 0
2 , 0.00179628 , 0 , 151 , 3 , 0
2 , 0.00146764 , 1 , 477 , 4 , 0
2 , 0.00835404 , 0 , 497 , 5 , 0
2 , -1.3374 , 1 , 832 , 6 , 2
2 , -0.121674 , 1 , 832 , 6 , 1
2 , -3.93031 , 0 , 843.7 , 7 , 2
2 , -0.0914207 , 0 , 843.7 , 7 , 1
2 , -2.79309 , 1 , 1146 , 8 , 2
2 , -0.25014 , 1 , 1146 , 8 , 1
2 , -7.69648 , 0 , 1141 , 9 , 2
2 , -0.18167 , 0 , 1141 , 9 , 1
2 , -8.79077 , 2 , 1252.7 , 10 , 2
2 , -0.359946 , 2 , 1252.7 , 10 , 1
2 , -9.27269 , 0 , 1266 , 11 , 2
2 , -0.21981 , 0 , 1266 , 11 , 1
2 , -4.50357 , 1 , 1479.6 , 12 , 2
2 , -0.384477 , 1 , 1479.6 , 12 , 1
2 , -5.19458 , 3 , 1467.4 , 13 , 2
2 , 0.0704818 , 3 , 1467.4 , 13 , 1
2 , -7.0983 , 1 , 1973 , 14 , 2
2 , -0.585098 , 1 , 1973 , 14 , 1
2 , -17.9631 , 0 , 1960 , 15 , 2
2 , -0.423971 , 0 , 1960 , 15 , 1
3 , -1.01687e-05 , 1 , -16 , 0 , 0
3 , -2.84225e-07 , 0 , -21 , 1 , 0
3 , -0.000461201 , 1 , 131 , 2 , 0
3 , -0.000825834 , 0 , 151 , 3 , 0
3 , -0.00219823 , 1 , 477 , 4 , 0
3 , -0.00490276 , 0 , 497 , 5 , 0
3 , 1.49457 , 1 , 832 , 6 , 2
3 , -0.0896306 , 1 , 832 , 6 , 1
3 , -6.25082 , 0 , 843.7 , 7 , 2
3 , -0.0119627 , 0 , 843.7 , 7 , 1
3 , 3.00046 , 1 , 1146 , 8 , 2
3 , -0.179785 , 1 , 1146 , 8 , 1
3 , -11.9397 , 0 , 1141 , 9 , 2
3 , -0.0221032 , 0 , 1141 , 9 , 1
3 , -7.49331 , 2 , 1252.7 , 10 , 2
3 , -0.167665 , 2 , 1252.7 , 10 , 1
3 , -14.2989 , 0 , 1266 , 11 , 2
3 , -0.0257652 , 0 , 1266 , 11 , 1
3 , 4.58022 , 1 , 1479.6 , 12 , 2
3 , -0.281952 , 1 , 1479.6 , 12 , 1
3 , -15.983 , 3 , 1467.4 , 13 , 2
3 , 0.174779 , 3 , 1467.4 , 13 , 1
3 , 6.99054 , 1 , 1973 , 14 , 2
3 , -0.433782 , 1 , 1973 , 14 , 1
3 , -27.6254 , 0 , 1960 , 15 , 2
3 , -0.0431903 , 0 , 1960 , 15 , 1
4 , 5.81553e-06 , 1 , -16 , 0 , 0
4 , 3.71826e-08 , 0 , -21 , 1 , 0
4 , 0.000881513 , 1 , 131 , 2 , 0
4 , 0.000355268 , 0 , 151 , 3 , 0
4 , 0.00393365 , 1 , 477 , 4 , 0
4 , 0.00172054 , 0 , 497 , 5 , 0
4 , -8.33818 , 1 , 832 , 6 , 2
4 , 0.0196794 , 1 , 832 , 6 , 1
4 , -0.747491 , 0 , 843.7 , 7 , 2
4 , -0.0732656 , 0 , 843.7 , 7 , 1
4 , -16.8128 , 1 , 1146 , 8 , 2
4 , 0.0390665 , 1 , 1146 , 8 , 1
4 , -1.52572 , 0 , 1141 , 9 , 2
4 , -0.14653 , 0 , 1141 , 9 , 1
4 , -15.045 , 2 , 1252.7 , 10 , 2
4 , -0.0908207 , 2 , 1252.7 , 10 , 1
4 , -1.47087 , 0 , 1266 , 11 , 2
4 , -0.177034 , 0 , 1266 , 11 , 1
4 , -25.5696 , 1 , 1479.6 , 12 , 2
4 , 0.0593953 , 1 , 1479.6 , 12 , 1
4 , 16.9528 , 3 , 1467.4 , 13 , 2
4 , -0.201394 , 3 , 1467.4 , 13 , 1
4 , -36.8877 , 1 , 1973 , 14 , 2
4 , 0.0926408 , 1 , 1973 , 14 , 1
4 , -1.21905 , 0 , 1960 , 15 , 2
4 , -0.345336 , 0 , 1960 , 15 , 1
5 , 1.31881e-05 , 1 , -16 , 0 , 0
5 , 3.77981e-07 , 0 , -21 , 1 , 0
5 , -0.000699192 , 1 , 131 , 2 , 0
5 , 0.000229715 , 0 , 151 , 3 , 0
5 , -0.000307118 , 1 , 477 , 4 , 0
5 , 0.00302105 , 0 , 497 , 5 , 0
5 , 5.19871 , 1 , 832 , 6 , 2
5 , -0.074365 , 1 , 832 , 6 , 1
5 , -6.3524 , 0 , 843.7 , 7 , 2
5 , -0.0122833 , 0 , 843.7 , 7 , 1
5 , 10.6157 , 1 , 1146 , 8 , 2
5 , -0.153394 , 1 , 1146 , 8 , 1
5 , -12.6415 , 0 , 1141 , 9 , 2
5 , -0.0247667 , 0 , 1141 , 9 , 1
5 , -1.9862 , 2 , 1252.7 , 10 , 2
5 , -0.149403 , 2 , 1252.7 , 10 , 1
5 , -15.4574 , 0 , 1266 , 11 , 2
5 , -0.0308731 , 0 , 1266 , 11 , 1
5 , 16.1854 , 1 , 1479.6 , 12 , 2
5 , -0.240529 , 1 , 1479.6 , 12 , 1
5 , -25.2963 , 3 , 1467.4 , 13 , 2
5 , 0.139011 , 3 , 1467.4 , 13 , 1
5 , 24.9743 , 1 , 1973 , 14 , 2
5 , -0.372038 , 1 , 1973 , 14 , 1
5 , -30.9704 , 0 , 1960 , 15 , 2
5 , -0.0700411 , 0 , 1960 , 15 , 1
6 , -1.29567e-05 , 1 , -16 , 0 , 0
6 , -1.21285e-09 , 0 , -21 , 1 , 0
6 , -0.00150334 , 1 , 131 , 2 , 0
6 , 0.00059438 , 0 , 151 , 3 , 0
6 , -0.0062899 , 1 , 477 , 4 , 0
6 , 0.0040249 , 0 , 497 , 5 , 0
6 , -4.5849 , 1 , 832 , 6 , 2
6 , -0.142925 , 1 , 832 , 6 , 1
6 , -1.25161 , 0 , 843.7 , 7 , 2
6 , -0.0301601 , 0 , 843.7 , 7 , 1
6 , -9.37367 , 1 , 1146 , 8 , 2
6 , -0.289644 , 1 , 1146 , 8 , 1
6 , -2.31607 , 0 , 1141 , 9 , 2
6 , -0.0578643 , 0 , 1141 , 9 , 1
6 , -9.70854 , 2 , 1252.7 , 10 , 2
6 , -0.28887 , 2 , 1252.7 , 10 , 1
6 , -2.78029 , 0 , 1266 , 11 , 2
6 , -0.0696923 , 0 , 1266 , 11 , 1
6 , -14.4659 , 1 , 1479.6 , 12 , 2
6 , -0.4467 , 1 , 1479.6 , 12 , 1
6 , 7.62587 , 3 , 1467.4 , 13 , 2
6 , 0.24883 , 3 , 1467.4 , 13 , 1
6 , -21.8334 , 1 , 1973 , 14 , 2
6 , -0.675226 , 1 , 1973 , 14 , 1
6 , -5.22618 , 0 , 1960 , 15 , 2
6 , -0.137277 , 0 , 1960 , 15 , 1
7 , -1.83021e-05 , 1 , -16 , 0 , 0
7 , -5.68465e-08 , 0 , -21 , 1 , 0
7 , -0.00122228 , 1 , 131 , 2 , 0
7 , 0.00150585 , 0 , 151 , 3 , 0
7 , -0.00286078 , 1 , 477 , 4 , 0
7 , 0.00222672 , 0 , 497 , 5 , 0
7 , -6.21459 , 1 , 832 , 6 , 2
7 , -0.0439462 , 1 , 832 , 6 , 1
7 , -4.8634 , 0 , 843.7 , 7 , 2
7 , -0.0723948 , 0 , 843.7 , 7 , 1
7 , -12.9306 , 1 , 1146 , 8 , 2
7 , -0.0914035 , 1 , 1146 , 8 , 1
7 , -9.26828 , 0 , 1141 , 9 , 2
7 , -0.140398 , 0 , 1141 , 9 , 1
7 , -18.5756 , 2 , 1252.7 , 10 , 2
7 , -0.194636 , 2 , 1252.7 , 10 , 1
7 , -11.1611 , 0 , 1266 , 11 , 2
7 , -0.170851 , 0 , 1266 , 11 , 1
7 , -20.4466 , 1 , 1479.6 , 12 , 2
7 , -0.139453 , 1 , 1479.6 , 12 , 1
7 , 4.26215 , 3 , 1467.4 , 13 , 2
7 , -0.057517 , 3 , 1467.4 , 13 , 1
7 , -31.5703 , 1 , 1973 , 14 , 2
7 , -0.20714 , 1 , 1973 , 14 , 1
7 , -21.5634 , 0 , 1960 , 15 , 2
7 , -0.334314 , 0 , 1960 , 15 , 1
8 , -1.7746e-05 , 1 , -16 , 0 , 0
8 , 9.39976e-08 , 0 , -21 , 1 , 0
8 , 0.000358937 , 1 , 131 , 2 , 0
8 , 0.00165234 , 0 , 151 , 3 , 0
8 , 0.000807815 , 1 , 477 , 4 , 0
8 , 0.00820142 , 0 , 497 , 5 , 0
8 , 1.16117 , 1 , 832 , 6 , 2
8 , 0.0701658 , 1 , 832 , 6 , 1
8 , -5.23492 , 0 , 843.7 , 7 , 2
8 , -0.107065 , 0 , 843.7 , 7 , 1
8 , 2.0995 , 1 , 1146 , 8 , 2
8 , 0.140286 , 1 , 1146 , 8 , 1
8 , -10.1474 , 0 , 1141 , 9 , 2
8 , -0.208932 , 0 , 1141 , 9 , 1
8 , -6.79831 , 2 , 1252.7 , 10 , 2
8 , -0.0579157 , 2 , 1252.7 , 10 , 1
8 , -12.249 , 0 , 1266 , 11 , 2
8 , -0.250761 , 0 , 1266 , 11 , 1
8 , 3.13194 , 1 , 1479.6 , 12 , 2
8 , 0.215854 , 1 , 1479.6 , 12 , 1
8 , -13.2817 , 3 , 1467.4 , 13 , 2
8 , -0.374781 , 3 , 1467.4 , 13 , 1
8 , 4.74041 , 1 , 1973 , 14 , 2
8 , 0.326741 , 1 , 1973 , 14 , 1
8 , -23.638 , 0 , 1960 , 15 , 2
8 , -0.482637 , 0 , 1960 , 15 , 1
9 , -1.46076e-05 , 1 , -16 , 0 , 0
9 , 2.96223e-07 , 0 , -21 , 1 , 0
9 , -0.000833714 , 1 , 131 , 2 , 0
9 , 0.000152808 , 0 , 151 , 3 , 0
9 , -0.00407828 , 1 , 477 , 4 , 0
9 , 0.00184024 , 0 , 497 , 5 , 0
9 , 2.20669 , 1 , 832 , 6 , 2
9 , -0.170677 , 1 , 832 , 6 , 1
9 , 0.869654 , 0 , 843.7 , 7 , 2
9 , -0.21532 , 0 , 843.7 , 7 , 1
9 , 4.48189 , 1 , 1146 , 8 , 2
9 , -0.34215 , 1 , 1146 , 8 , 1
9 , 1.70355 , 0 , 1141 , 9 , 2
9 , -0.413383 , 0 , 1141 , 9 , 1
9 , 5.13161 , 2 , 1252.7 , 10 , 2
9 , -0.627091 , 2 , 1252.7 , 10 , 1
9 , 2.05603 , 0 , 1266 , 11 , 2
9 , -0.49631 , 0 , 1266 , 11 , 1
9 , 6.8464 , 1 , 1479.6 , 12 , 2
9 , -0.522346 , 1 , 1479.6 , 12 , 1
9 , -2.9387 , 3 , 1467.4 , 13 , 2
9 , -0.0780554 , 3 , 1467.4 , 13 , 1
9 , 10.3082 , 1 , 1973 , 14 , 2
9 , -0.793367 , 1 , 1973 , 14 , 1
9 , 3.98556 , 0 , 1960 , 15 , 2
9 , -0.929036 , 0 , 1960 , 15 , 1
10 , 3.97741e-05 , 1 , -16 , 0 , 0
10 , 0.720442 , 1 , -16 , 0 , 21
10 , -4.40495e-06 , 0 , -21 , 1 , 0
10 , 0.0584872 , 0 , -21 , 1 , 21
10 , -0.000125741 , 1 , 131 , 2 , 0
10 , -0.00339309 , 0 , 151 , 3 , 0
10 , 0.000126306 , 1 , 477 , 4 , 0
10 , -0.0124996 , 0 , 497 , 5 , 0
10 , -1.51471 , 1 , 832 , 6 , 2
10 , -0.0955374 , 1 , 832 , 6 , 1
10 , 6.73131 , 0 , 843.7 , 7 , 2
10 , 0.0165735 , 0 , 843.7 , 7 , 1
10 , -2.81376 , 1 , 1146 , 8 , 2
10 , -0.197727 , 1 , 1146 , 8 , 1
10 , 13.0658 , 0 , 1141 , 9 , 2
10 , 0.0332283 , 0 , 1141 , 9 , 1
10 , 8.58029 , 2 , 1252.7 , 10 , 2
10 , -0.136506 , 2 , 1252.7 , 10 , 1
10 , 15.6831 , 0 , 1266 , 11 , 2
10 , 0.0401288 , 0 , 1266 , 11 , 1
10 , -4.29 , 1 , 1479.6 , 12 , 2
10 , -0.307338 , 1 , 1479.6 , 12 , 1
10 , 17.1959 , 3 , 1467.4 , 13 , 2
10 , 0.250167 , 3 , 1467.4 , 13 , 1
10 , -6.50282 , 1 , 1973 , 14 , 2
10 , -0.466654 , 1 , 1973 , 14 , 1
10 , 29.9427 , 0 , 1960 , 15 , 2
10 , 0.0796432 , 0 , 1960 , 15 , 1
11 , 5.61766e-06 , 1 , -16 , 0 , 0
11 , -1.37176e-07 , 0 , -21 , 1 , 0
11 , -0.000484254 , 1 , 131 , 2 , 0
11 , 0.00187402 , 0 , 151 , 3 , 0
11 , 0.00151636 , 1 , 477 , 4 , 0
11 , 0.00663958 , 0 , 497 , 5 , 0
11 , -4.76522 , 1 , 832 , 6 , 2
11 , -0.0635808 , 1 , 832 , 6 , 1
11 , -4.74249 , 0 , 843.7 , 7 , 2
11 , -0.0805589 , 0 , 843.7 , 7 , 1
11 , -9.90626 , 1 , 1146 , 8 , 2
11 , -0.129445 , 1 , 1146 , 8 , 1
11 , -9.2774 , 0 , 1141 , 9 , 2
11 , -0.154026 , 0 , 1141 , 9 , 1
11 , -16.0633 , 2 , 1252.7 , 10 , 2
11 , -0.235357 , 2 , 1252.7 , 10 , 1
11 , -11.1997 , 0 , 1266 , 11 , 2
11 , -0.184983 , 0 , 1266 , 11 , 1
11 , -15.5611 , 1 , 1479.6 , 12 , 2
11 , -0.197221 , 1 , 1479.6 , 12 , 1
11 , 0.773564 , 3 , 1467.4 , 13 , 2
11 , -0.0284167 , 3 , 1467.4 , 13 , 1
11 , -24.0981 , 1 , 1973 , 14 , 2
11 , -23.9256 , 1 , 1973 , 14 , 629
11 , -0.297049 , 1 , 1973 , 14 , 1
11 , -21.6625 , 0 , 1960 , 15 , 2
11 , -0.358337 , 0 , 1960 , 15 , 1
12 , 2.3509e-06 , 1 , -16 , 0 , 0
12 , 9.91892e-08 , 0 , -21 , 1 , 0
12 , -0.000350959 , 1 , 131 , 2 , 0
12 , -0.00189064 , 0 , 151 , 3 , 0
12 , 0.00463779 , 1 , 477 , 4 , 0
12 , -0.00507013 , 0 , 497 , 5 , 0
12 , -0.688176 , 1 , 832 , 6 , 2
12 , 0.264211 , 1 , 832 , 6 , 1
12 , 2.35614 , 0 , 843.7 , 7 , 2
12 , 0.0253069 , 0 , 843.7 , 7 , 1
12 , -1.46233 , 1 , 1146 , 8 , 2
12 , 0.537089 , 1 , 1146 , 8 , 1
12 , 4.58955 , 0 , 1141 , 9 , 2
12 , 0.0457132 , 0 , 1141 , 9 , 1
12 , 2.62873 , 2 , 1252.7 , 10 , 2
12 , 0.48266 , 2 , 1252.7 , 10 , 1
12 , 5.53324 , 0 , 1266 , 11 , 2
12 , 0.054109 , 0 , 1266 , 11 , 1
12 , -2.21769 , 1 , 1479.6 , 12 , 2
12 , 0.825101 , 1 , 1479.6 , 12 , 1
12 , 6.53794 , 3 , 1467.4 , 13 , 2
12 , -0.528201 , 3 , 1467.4 , 13 , 1
12 , -3.27899 , 1 , 1973 , 14 , 2
12 , 1.25473 , 1 , 1973 , 14 , 1
12 , 10.7537 , 0 , 1960 , 15 , 2
12 , 0.0956854 , 0 , 1960 , 15 , 1
13 , 2.98375e-05 , 1 , -16 , 0 , 0
13 , 4.21893e-07 , 0 , -21 , 1 , 0
13 , 0.00128041 , 1 , 131 , 2 , 0
13 , -0.000979767 , 0 , 151 , 3 , 0
13 , 0.00587193 , 1 , 477 , 4 , 0
13 , -0.00152619 , 0 , 497 , 5 , 0
13 , 6.47008 , 1 , 832 , 6 , 2
13 , 0.0603968 , 1 , 832 , 6 , 1
13 , 0.577155 , 0 , 843.7 , 7 , 2
13 , 0.0790404 , 0 , 843.7 , 7 , 1
13 , 12.9838 , 1 , 1146 , 8 , 2
13 , 0.122376 , 1 , 1146 , 8 , 1
13 , 0.947746 , 0 , 1141 , 9 , 2
13 , 0.151167 , 0 , 1141 , 9 , 1
13 , 11.4668 , 2 , 1252.7 , 10 , 2
13 , 0.228114 , 2 , 1252.7 , 10 , 1
13 , 1.06012 , 0 , 1266 , 11 , 2
13 , 0.182156 , 0 , 1266 , 11 , 1
13 , 19.874 , 1 , 1479.6 , 12 , 2
13 , 0.192482 , 1 , 1479.6 , 12 , 1
13 , -12.9786 , 3 , 1467.4 , 13 , 2
13 , 0.0310046 , 3 , 1467.4 , 13 , 1
13 , 29.952 , 1 , 1973 , 14 , 2
13 , 0.30063 , 1 , 1973 , 14 , 1
13 , 2.0363 , 0 , 1960 , 15 , 2
13 , 0.363889 , 0 , 1960 , 15 , 1
14 , 2.89726e-06 , 1 , -16 , 0 , 0
14 , -3.59872e-07 , 0 , -21 , 1 , 0
14 , 0.000184413 , 1 , 131 , 2 , 0
14 , 0.00025335 , 0 , 151 , 3 , 0
14 , -0.000312963 , 1 , 477 , 4 , 0
14 , -0.000453951 , 0 , 497 , 5 , 0
14 , 0.9073 , 1 , 832 , 6 , 2
14 , -0.0422805 , 1 , 832 , 6 , 1
14 , 9.7409 , 0 , 843.7 , 7 , 2
14 , 0.0498505 , 0 , 843.7 , 7 , 1
14 , 1.87751 , 1 , 1146 , 8 , 2
14 , -0.0850386 , 1 , 1146 , 8 , 1
14 , 19.5439 , 0 , 1141 , 9 , 2
14 , 0.0962329 , 0 , 1141 , 9 , 1
14 , 18.0769 , 2 , 1252.7 , 10 , 2
14 , 0.0104542 , 2 , 1252.7 , 10 , 1
14 , 23.8776 , 0 , 1266 , 11 , 2
14 , 0.116154 , 0 , 1266 , 11 , 1
14 , 2.58879 , 1 , 1479.6 , 12 , 2
14 , -0.130811 , 1 , 1479.6 , 12 , 1
14 , 20.1767 , 3 , 1467.4 , 13 , 2
14 , 0.197583 , 3 , 1467.4 , 13 , 1
14 , -0.19759 , 1 , 1973 , 14 , 1
14 , 0.232425 , 0 , 1960 , 15 , 1
15 , 1.36344e-05 , 1 , -16 , 0 , 0
15 , -3.61473e-07 , 0 , -21 , 1 , 0
15 , 6.41802e-05 , 1 , 131 , 2 , 0
15 , -0.00094839 , 0 , 151 , 3 , 0
15 , -0.0023174 , 1 , 477 , 4 , 0
15 , -0.00352702 , 0 , 497 , 5 , 0
15 , -0.139745 , 1 , 832 , 6 , 2
15 , -0.400683 , 1 , 832 , 6 , 1
15 , 1.50293 , 0 , 843.7 , 7 , 2
15 , 0.0905214 , 0 , 843.7 , 7 , 1
15 , -0.295402 , 1 , 1146 , 8 , 2
15 , -0.8145 , 1 , 1146 , 8 , 1
15 , 2.91931 , 0 , 1141 , 9 , 2
15 , 0.175952 , 0 , 1141 , 9 , 1
15 , 2.19364 , 2 , 1252.7 , 10 , 2
15 , -0.529384 , 2 , 1252.7 , 10 , 1
15 , 3.51301 , 0 , 1266 , 11 , 2
15 , 0.210709 , 0 , 1266 , 11 , 1
15 , -0.461079 , 1 , 1479.6 , 12 , 2
15 , -1.25605 , 1 , 1479.6 , 12 , 1
15 , 3.48552 , 3 , 1467.4 , 13 , 2
15 , 1.06411 , 3 , 1467.4 , 13 , 1
15 , -0.693937 , 1 , 1973 , 14 , 2
15 , -1.90865 , 1 , 1973 , 14 , 1
15 , 6.81228 , 0 , 1960 , 15 , 2
15 , 0.395743 , 0 , 1960 , 15 , 1
16 , 2.38396e-05 , 1 , -16 , 0 , 0
16 , 8.38793e-08 , 0 , -21 , 1 , 0
16 , 0.00070117 , 1 , 131 , 2 , 0
16 , 0.00173173 , 0 , 151 , 3 , 0
16 , 0.00372949 , 1 , 477 , 4 , 0
16 , 0.00340458 , 0 , 497 , 5 , 0
16 , -4.36629 , 1 , 832 , 6 , 2
16 , -1.94755e-05 , 1 , 832 , 6 , 1
16 , 4.5629 , 0 , 843.7 , 7 , 2
16 , -0.10038 , 0 , 843.7 , 7 , 1
16 , -8.69378 , 1 , 1146 , 8 , 2
16 , -0.000764744 , 1 , 1146 , 8 , 1
16 , 8.93962 , 0 , 1141 , 9 , 2
16 , -0.195171 , 0 , 1141 , 9 , 1
16 , 0.277828 , 2 , 1252.7 , 10 , 2
16 , -0.16492 , 2 , 1252.7 , 10 , 1
16 , 10.7853 , 0 , 1266 , 11 , 2
16 , -0.23451 , 0 , 1266 , 11 , 1
16 , -13.416 , 1 , 1479.6 , 12 , 2
16 , -0.00608584 , 1 , 1479.6 , 12 , 1
16 , 19.1134 , 3 , 1467.4 , 13 , 2
16 , -0.206661 , 3 , 1467.4 , 13 , 1
16 , -20.2134 , 1 , 1973 , 14 , 2
16 , -0.0178553 , 1 , 1973 , 14 , 1
16 , 21.3081 , 0 , 1960 , 15 , 2
16 , -0.451839 , 0 , 1960 , 15 , 1
17 , 4.63184e-05 , 1 , -16 , 0 , 0
17 , 1.60229e-07 , 0 , -21 , 1 , 0
17 , 0.00236501 , 1 , 131 , 2 , 0
17 , -0.000410992 , 0 , 151 , 3 , 0
17 , 0.00799304 , 1 , 477 , 4 , 0
17 , -0.00223382 , 0 , 497 , 5 , 0
17 , 7.25237 , 1 , 832 , 6 , 2
17 , 0.0295266 , 1 , 832 , 6 , 1
17 , 6.05106 , 0 , 843.7 , 7 , 2
17 , 0.0654355 , 0 , 843.7 , 7 , 1
17 , 15.0307 , 1 , 1146 , 8 , 2
17 , 0.0646705 , 1 , 1146 , 8 , 1
17 , 11.6888 , 0 , 1141 , 9 , 2
17 , 0.1285 , 0 , 1141 , 9 , 1
17 , 22.3457 , 2 , 1252.7 , 10 , 2
17 , 0.161122 , 2 , 1252.7 , 10 , 1
17 , 14.1357 , 0 , 1266 , 11 , 2
17 , 0.155067 , 0 , 1266 , 11 , 1
17 , 23.6484 , 1 , 1479.6 , 12 , 2
17 , 0.0977652 , 1 , 1479.6 , 12 , 1
17 , -3.65181 , 3 , 1467.4 , 13 , 2
17 , 0.0733074 , 3 , 1467.4 , 13 , 1
17 , 36.8186 , 1 , 1973 , 14 , 2
17 , 0.144782 , 1 , 1973 , 14 , 1
17 , 27.6959 , 0 , 1960 , 15 , 2
17 , 0.312604 , 0 , 1960 , 15 , 1
18 , 1.56877e-05 , 1 , -16 , 0 , 0
18 , 1.76963e-06 , 0 , -21 , 1 , 0
18 , 0.00162194 , 1 , 131 , 2 , 0
18 , 0.00147415 , 0 , 151 , 3 , 0
18 , 0.0093019 , 1 , 477 , 4 , 0
18 , 0.00473697 , 0 , 497 , 5 , 0
18 , -2.86297 , 1 , 832 , 6 , 2
18 , 0.120206 , 1 , 832 , 6 , 1
18 , -4.3584 , 0 , 843.7 , 7 , 2
18 , 0.0225531 , 0 , 843.7 , 7 , 1
18 , -5.6769 , 1 , 1146 , 8 , 2
18 , 0.246527 , 1 , 1146 , 8 , 1
18 , -8.4412 , 0 , 1141 , 9 , 2
18 , 0.0442298 , 0 , 1141 , 9 , 1
18 , -11.7314 , 2 , 1252.7 , 10 , 2
18 , 0.241025 , 2 , 1252.7 , 10 , 1
18 , -10.1515 , 0 , 1266 , 11 , 2
18 , 0.0534664 , 0 , 1266 , 11 , 1
18 , -8.68343 , 1 , 1479.6 , 12 , 2
18 , 0.37784 , 1 , 1479.6 , 12 , 1
18 , -3.06018 , 3 , 1467.4 , 13 , 2
18 , -0.216693 , 3 , 1467.4 , 13 , 1
18 , -13.0148 , 1 , 1973 , 14 , 2
18 , 0.57544 , 1 , 1973 , 14 , 1
18 , -19.7788 , 0 , 1960 , 15 , 2
18 , 0.100257 , 0 , 1960 , 15 , 1
19 , 4.24735e-05 , 1 , -16 , 0 , 0
19 , -1.04282e-08 , 0 , -21 , 1 , 0
19 , 0.00148079 , 1 , 131 , 2 , 0
19 , -0.00604232 , 0 , 151 , 3 , 0
19 , 0.00674389 , 1 , 477 , 4 , 0
19 , -0.0228703 , 0 , 497 , 5 , 0
19 , -5.32966 , 1 , 832 , 6 , 2
19 , -0.095648 , 1 , 832 , 6 , 1
19 , -0.263899 , 0 , 843.7 , 7 , 2
19 , 0.862053 , 0 , 843.7 , 7 , 5
19 , 0.862086 , 0 , 843.7 , 7 , 8
19 , -0.00682004 , 0 , 843.7 , 7 , 1
19 , -11.7916 , 1 , 1146 , 8 , 2
19 , -15.5007 , 1 , 1146 , 8 , 5
19 , -13.4438 , 1 , 1146 , 8 , 8
19 , -0.192895 , 1 , 1146 , 8 , 1
19 , 0.0863945 , 0 , 1141 , 9 , 2
19 , 1.47642 , 0 , 1141 , 9 , 5
19 , 1.67413 , 0 , 1141 , 9 , 8
19 , -0.0141048 , 0 , 1141 , 9 , 1
19 , -10.2479 , 2 , 1252.7 , 10 , 2
19 , -13.5989 , 2 , 1252.7 , 10 , 5
19 , -9.82782 , 2 , 1252.7 , 10 , 8
19 , -0.173447 , 2 , 1252.7 , 10 , 1
19 , -0.20641 , 0 , 1266 , 11 , 2
19 , -1.12789 , 0 , 1266 , 11 , 5
19 , 1.98044 , 0 , 1266 , 11 , 8
19 , -0.0188259 , 0 , 1266 , 11 , 1
19 , -20.2083 , 1 , 1479.6 , 12 , 2
19 , -28.6035 , 1 , 1479.6 , 12 , 5
19 , -20.5902 , 1 , 1479.6 , 12 , 8
19 , -0.298612 , 1 , 1479.6 , 12 , 1
19 , 13.5806 , 3 , 1467.4 , 13 , 2
19 , 15.2178 , 3 , 1467.4 , 13 , 5
19 , 16.2034 , 3 , 1467.4 , 13 , 8
19 , 0.190994 , 3 , 1467.4 , 13 , 1
19 , -34.0811 , 1 , 1973 , 14 , 2
19 , -30.6433 , 1 , 1973 , 14 , 8
19 , -0.450781 , 1 , 1973 , 14 , 1
19 , 0.215989 , 0 , 1960 , 15 , 2
19 , 4.4583 , 0 , 1960 , 15 , 8
19 , -0.0391984 , 0 , 1960 , 15 , 1
20 , -3.34871e-05 , 1 , -16 , 0 , 0
20 , 3.47812e-07 , 0 , -21 , 1 , 0
20 , -0.00189041 , 1 , 131 , 2 , 0
20 , 0.00252047 , 0 , 151 , 3 , 0
20 , -0.00679132 , 1 , 477 , 4 , 0
20 , 0.010695 , 0 , 497 , 5 , 0
20 , 1.76546 , 1 , 832 , 6 , 2
20 , 0.0128696 , 1 , 832 , 6 , 1
20 , 3.96504 , 0 , 843.7 , 7 , 2
20 , 0.146932 , 0 , 843.7 , 7 , 1
20 , 3.41325 , 1 , 1146 , 8 , 2
